"protein_group","number_of_peptides_Cu complex_1","number_of_peptides_Cu complex_2","number_of_peptides_Cu complex_3","number_of_peptides_Cu complex_4","number_of_peptides_Cu complex_5","number_of_peptides_Cu complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn complex_1","number_of_peptides_Mn complex_2","number_of_peptides_Mn complex_3","number_of_peptides_Mn complex_4","number_of_peptides_Mn complex_5","number_of_peptides_Mn complex_6","abundance_Cu complex_1","abundance_Cu complex_2","abundance_Cu complex_3","abundance_Cu complex_4","abundance_Cu complex_5","abundance_Cu complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn complex_1","abundance_Mn complex_2","abundance_Mn complex_3","abundance_Mn complex_4","abundance_Mn complex_5","abundance_Mn complex_6","log_fold_change_genotypeDMSO.genotypeCu.complex.","differential_abundance_pvalue_genotypeDMSO.genotypeCu.complex.","differential_abundance_qvalue_genotypeDMSO.genotypeCu.complex.","log_fold_change_genotypeMn.complex.genotypeCu.complex.","differential_abundance_pvalue_genotypeMn.complex.genotypeCu.complex.","differential_abundance_qvalue_genotypeMn.complex.genotypeCu.complex."
"P02647",6,7,7,8,9,9,7,9,10,6,7,7,2,1,1,1,1,1,17.8496033299361,17.8874638276916,17.7161716032689,17.8815590088031,18.1498740419624,17.2123587113327,18.5580933025549,18.3457389844778,18.0906715372815,18.1594682278408,17.9365424590674,18.3665634166211,16.3803896171289,15.6466627776527,15.3414469614815,16.5411248338751,15.7242646800025,16.1347520264617,-0.211702055081769,0.122511111820043,0.156088231355907,-1.90143525549287,6.68961070208139e-22,2.8178518062627e-20
"Q9BXP5",5,NA,7,NA,NA,4,10,8,9,8,8,8,5,6,6,3,5,8,15.9884509671157,14.1268565859536,16.1046302156688,14.2673217887393,14.5881762016566,15.3509503532084,17.0072246601528,16.661462577651,16.4993124455246,16.9314416184671,16.6917793821006,16.6411070620954,16.0033919675495,15.7774239599437,15.8967279871011,16.8281169464998,15.6945811390849,15.8948171237543,0.765933615342052,0.00122019137004106,0.00199743087631467,0.54498468085563,0.0195133634322356,0.038277439216338
"Q9NY61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,NA,NA,15.8151411063182,14.6251577267186,16.2027320582867,NA,14.151468797722,15.5778015289542,16.9064840630736,16.3262511762985,15.8503483264646,16.8801133563428,16.7872076530583,16.5679259058771,NA,16.0117694698845,15.9817941546054,16.3894026087569,16.3755968750818,16.067438124437,0.31034516375136,0.128020668623558,0.16250594098341,0.34030030817155,0.0969156581870071,0.150028688141202
"P40925",6,6,6,6,5,5,11,11,14,11,10,10,7,7,8,7,7,9,17.2996004347347,16.9900489948126,17.0288532399089,17.0759419276897,17.018980418827,17.0913721113805,19.7360278725866,19.2716159871755,19.3127135498302,19.2140009789721,18.897752783785,19.3415215941576,18.2055963813694,17.9959935325819,17.9618027411443,18.8859754894752,18.0039736713535,18.1135607347266,1.66151492227792,1.15564062890141e-48,1.3913913171973e-46,0.862254685538503,8.98627410232726e-21,3.59600735328129e-19
"Q9H3K6",4,NA,4,NA,1,1,4,4,4,4,4,4,2,3,2,3,2,3,17.6968693630507,14.6420839258482,17.772148311957,15.185249056888,15.5782637397055,16.5216710670648,18.6510508558378,18.388553726297,18.4251829222785,18.442510045004,18.1364500535243,18.5402788879259,17.300564923096,17.2281370489971,17.2910164202205,18.1476979943695,17.3369760970576,17.2345993647386,1.34814522846512,0.0113605615145032,0.0164104571847173,0.850344953324605,0.100952960570676,0.155376960468073
"Q9Y3I0",7,NA,8,NA,NA,3,8,6,6,8,6,7,4,6,6,3,6,3,17.1837007441438,15.2894472471563,17.3032600535132,15.5807669395224,15.2760342681003,16.1978591885253,18.1649056510438,18.0062947067241,17.6393266912255,17.8720265220747,17.6912097190896,18.0968296103318,17.0279779230029,17.0295978563495,16.9512337839945,17.8389409238906,17.1547384426394,16.7308410742406,0.911963111505137,0.000503845475861695,0.000873477254049649,0.594385663849748,0.0210976845039614,0.0410166319789566
"Q14498",6,NA,8,2,NA,3,8,8,8,7,7,7,5,5,5,5,5,5,18.0056831201496,15.1216786983302,17.843953769151,15.6975531560183,15.5995971978065,16.6137623990125,18.2951170083201,17.829219759149,17.9919487006706,17.8450030717299,18.0714181630255,18.4759696032031,17.4107002084131,17.2082922064116,17.349096717924,18.1431148672777,17.4531057840084,17.198530306291,0.638507752569895,0.0431190091767424,0.0583317832008965,0.502078248766516,0.110690991402994,0.168101878784687
"P25786",NA,NA,2,NA,2,3,10,9,10,9,10,9,5,6,7,8,6,5,17.095000003932,15.7897199790667,16.4970892273509,16.2977983082414,16.2744940247951,16.5835191981213,18.7059637289013,18.3470867943924,18.2388144516607,18.4425562758984,18.1259687157316,18.6190947996452,17.6199017727923,17.4824296883266,17.5083818407518,18.5001212417118,17.6711936096619,17.5349660233029,1.45808822279579,2.31318320086346e-24,4.56569274399936e-23,1.10065213680413,5.75499879519777e-17,1.46997362843296e-15
"Q9BSC4",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.301864345798,NA,NA,15.3833067564024,16.4848014999258,15.941486759586,15.6490288209561,15.7913935869161,NA,NA,15.1936668838353,16.1429088046187,15.9427376901149,16.970443597246,16.2746730262698,15.1809277487691,-0.00781618608306179,0.959778619042745,1,0.0447801507025289,0.759886874775435,0.867152274874438
"P12277",6,2,7,5,5,8,6,7,8,8,6,7,6,8,7,7,7,7,18.387911740269,16.6344013541626,18.0109154447043,17.1779855828318,17.2335361444206,17.5049492245955,18.5805925252771,18.3874965326344,18.3253626849776,18.4653171480641,18.0816907972342,18.5266411773807,18.4098829129214,18.2449485275127,18.2707195608289,18.9409088882282,18.1401361148528,18.1343997719747,0.20865464358384,0.22372530166214,0.274163117762053,0.520382001040433,0.0028670948356324,0.00749319228152654
"Q9NQ94",2,NA,3,NA,NA,NA,6,5,3,6,6,5,NA,NA,NA,NA,NA,NA,16.9064235527253,NA,17.0048951971414,14.912348100856,15.1227709595215,15.6820746116991,18.1631944587862,17.7797427464723,17.5237593271351,17.8268847562578,17.6954634223384,17.9927006657084,15.651572801514,16.3269574043289,15.9279638497502,16.9439709346863,16.0701062153631,15.7729500996992,2.41431957158307e-06,0.997249002192956,1,1.60867778385392e-07,0.999835244683886,1
"P20742",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2935132774164,18.3198872387867,17.7991781730737,17.8834362367991,17.9576459790764,16.2583852051585,14.6020572710081,NA,15.5399944066568,15.9470291776549,15.1513808221893,16.3745844349454,16.5396114280263,16.6356998297827,NA,18.0811501549918,17.3248252242747,17.4401534474114,-2.60853739930637,5.31809846769586e-08,1.55412392114219e-07,-0.665356464603502,0.0320085462938168,0.0581775319087465
"O00754",3,10,2,7,6,5,NA,NA,1,1,NA,NA,3,2,1,5,2,1,17.1509285777529,17.6889483762669,16.8590827134772,17.812029469966,17.6016022760945,17.2006114358152,16.7575448200017,16.6403391781362,16.297716099438,16.8428196280644,16.3640187324334,16.0933975863072,17.3409862530201,17.1519869656466,16.9508247725372,18.1573594250179,17.2518232871172,17.1541341399251,-1.4891011734352,2.98292804419312e-11,1.38398665325955e-10,-0.279599376843971,0.13013133886135,0.193344891464171
"Q7Z406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,15.7925149172154,NA,15.5933606187389,NA,NA,NA,14.9066374959835,NA,NA,14.5957382242155,15.5793188242376,NA,15.427343277548,NA,15.2920910710232,15.9762334017861,15.2430408361687,15.6271681778524,-1.00768577802832,0.00564203097057358,0.00844376045813622,-0.200493261841841,0.458846287536844,0.565549248652959
"Q8NC44",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,16.8797882484478,16.048155235286,16.9964543913561,16.2463137979738,17.0618603138783,NA,16.9182561007377,NA,15.9526733925893,NA,16.6669327248179,17.1700767700493,16.7269010919534,17.1415332788202,NA,NA,16.525548320858,NA,-0.324705688883868,0.105865828569705,0.136323484061952,0.0454779336797608,0.826193005118514,0.933061808696874
"O75746",4,5,3,3,4,6,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,16.5334638304974,17.3854743359846,NA,16.9494179080991,17.0171442349382,16.4173642793448,NA,NA,15.6482043013745,NA,NA,NA,16.3378353822562,16.3304236624534,16.0636336018611,16.7822296030813,16.2279212390692,15.8898201958274,-1.58679219464902,0.000575730658420077,0.000988139291144366,-0.653197353098855,0.000256054068669486,0.000907004475001493
"P51665",6,6,4,2,3,4,9,6,7,6,6,7,6,4,4,5,4,6,17.6644011431429,18.0057637493332,17.4584487306421,16.9558925228689,17.2944221565789,17.0942528990757,18.3359853913401,18.0427925747328,17.6255862980484,17.8879265634945,17.8101480123747,18.1307493613247,17.8374698006123,17.6075003064853,17.5804847871473,18.2182435681094,17.4088384982158,17.8085115821098,-8.1854476166561e-20,0.999999999383627,1,8.21184027656586e-21,0.999999999939786,1
"P50395",6,4,8,9,9,8,18,16,16,16,16,17,10,11,13,13,11,11,17.0257818135068,16.7022775621096,16.7858745664245,16.9452815425239,16.8631662458558,17.1431223892011,19.5837301982222,19.3188864636172,19.4112502568741,19.4199623012214,19.2255020517965,19.6273742828959,18.358676098266,18.2613111847892,18.2912320911705,19.1131667513307,18.4125589672646,18.2139956880755,1.9360686428161,1.5579994934265e-75,5.35951825738717e-73,1.32863925630938,3.16227424841181e-49,1.89815511760919e-46
"P45974",5,NA,6,NA,NA,2,8,9,8,7,6,9,1,2,1,2,1,1,16.9999937469582,14.9155027937574,16.5811039901268,15.1849861426824,15.0166949264527,15.9715763117802,17.5913217468848,17.4210049648761,17.3953934786966,17.387385349559,17.1489083866659,17.7107193142206,16.2272003447807,16.4874938126441,16.2929343358681,17.0285830657684,16.351316095335,16.3440335287789,0.375828239050891,0.00012575401658583,0.000236574743702093,-0.119800932134187,0.226985300274125,0.310240319421385
"P53985",4,6,3,5,4,3,1,NA,2,2,2,2,3,2,4,3,3,3,17.3561141850467,17.377711815242,16.8862717371905,17.2944396567103,17.3640824472175,17.1432875902908,15.2120273633788,14.9811302140048,15.6928054565855,15.2673395937138,16.2364253656296,16.3363656244456,16.0848007641386,15.8688785710779,15.7949070843643,16.6985398372578,16.1225752031024,15.7060696046904,-2.25709443979557,4.95627202271509e-13,2.78198205843775e-12,-1.40887170846263,2.27192168998378e-08,1.85540271348675e-07
"P82650",NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2363682222665,16.7706914661179,16.7338717385237,16.5882804964597,16.7330827449929,16.8362448001571,14.7377517071156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P04233",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,17.3938710580599,17.1672672788908,16.6642484124382,16.7146500103173,17.04257704539,16.8222040562711,15.9608072183374,16.2789474790196,16.069035080393,16.0187355296913,16.5648449886949,17.2185578881516,16.686663106734,16.4246368530447,16.3966747950234,16.9853417673258,16.2773572449939,16.5637259997767,-1.25951487039551,1.76600369456226e-07,4.86004216743535e-07,-0.784556202547492,0.000686312615654354,0.00214283041636685
"P06493",2,NA,4,NA,NA,NA,3,3,3,2,2,2,NA,NA,NA,NA,NA,NA,17.1142268880216,NA,16.9376122753059,15.3502302147348,15.5291916720914,15.4478980071661,17.875484925023,17.3653188707939,17.6445465074001,17.6795698433277,17.3968434426047,17.5586224773807,15.8267541732809,NA,15.0337472954615,16.5737326339435,16.0097244114784,15.8364515964366,0.806810025778874,9.59361183413779e-06,2.1001288451458e-05,-0.408885595701725,0.0264188958268585,0.0496336219720557
"P51812",2,NA,2,NA,NA,NA,9,11,8,8,7,7,NA,1,NA,1,1,3,16.959409221837,14.9340058092618,17.1311487384244,15.3582945384699,15.3813283534888,16.2634623479971,18.5385693680114,18.3084068104278,18.1390239001674,18.1181450620644,17.7918938077435,18.3374385159746,16.5597781636222,16.6389547042947,16.4129709875594,17.2589380117455,16.7208191661142,16.3863954594291,1.47809889620431,1.57101169042787e-07,4.34098331053053e-07,0.373186581169972,0.163834685013125,0.234180319878999
"Q71UM5",NA,NA,NA,NA,NA,NA,2,3,2,4,3,2,NA,NA,NA,NA,NA,NA,15.093057754609,14.0274934208739,16.8535235697121,15.1135905315983,15.3936081368405,15.8948405938535,17.7899153994471,17.1733825504266,16.6671658850307,17.3636197663317,16.7392760326673,17.4063088249607,13.7549268221029,13.3274123015576,15.4555103082347,15.8751957220868,NA,14.0166564367925,1.59306660598602,1.24603816564512e-05,2.678982056137e-05,-0.596608727793295,0.1100620878291,0.167252577770677
"Q9NY27",NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9776936468103,NA,NA,NA,16.5462009617124,16.5229982068624,16.3915632404621,16.8744050269988,15.8138187159937,16.8419690081582,15.3595765674324,NA,14.9512301054753,NA,NA,15.3487427823281,0.989965229539294,0.00201859496987942,0.00321055263373159,0.281565321874843,0.315322883248396,0.411462088412716
"Q1KMD3",4,NA,4,NA,NA,NA,6,6,3,2,5,6,2,5,2,4,5,4,17.4110495459562,15.9312965965907,17.3238549025137,16.4907785221534,16.2806055025486,16.797730771975,18.0453873551396,17.7021630070563,17.489738702277,17.9738743384098,18.1177709743335,18.4870773840067,17.764851600785,17.9984162561598,17.7146804216219,18.5299787366344,17.7609890883663,17.7742383086849,0.497633641702937,0.00143237396231356,0.00231642478257291,0.872858396533503,2.33874220244976e-07,1.58291853492289e-06
"P49755",7,7,6,6,7,6,3,3,4,3,5,4,7,6,7,8,6,6,18.0233804905836,18.4189551478958,17.9711425032092,18.2062039442624,18.1804485186512,18.0338398057653,16.4442068931972,16.1363564438839,16.3089925997588,16.2685687480494,16.7119323076926,16.9742310572673,17.5080031512593,17.5952241398211,17.4700925057834,18.3105305223147,17.772976872306,17.5050627598856,-1.32534725742738e-05,0.99233898790943,1,-3.2171373871649e-06,0.997995977411482,1
"Q8NHH9",3,NA,NA,NA,NA,NA,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,16.191640033946,NA,16.007426116584,NA,NA,14.6665344790477,16.436678177637,16.443704556066,15.9595024301506,15.9560248521811,15.6347518835857,16.4936853410828,NA,15.1784007518929,15.3892737187961,16.2412624008953,15.4390553684663,15.3098786595397,-0.145400405542557,0.308045843836406,0.368126249110703,-0.269439060689113,0.0836404071864741,0.132377126850762
"O43592",NA,NA,2,NA,NA,NA,3,1,1,3,1,2,NA,NA,NA,NA,NA,NA,15.874652984198,NA,16.0085651530052,NA,NA,NA,16.7979129458552,15.9331041320836,16.5848108022974,16.4655777312924,16.4058725094184,16.5953659931992,15.8336325483429,15.2602928995226,15.40993039328,16.1497572429217,15.5219634947535,15.408868156288,0.115370415159833,0.329850089115225,0.392430343176612,-0.298474038503438,0.0171964224991503,0.0343499254745922
"P02751",17,22,17,24,18,15,5,14,9,4,15,15,3,2,3,3,NA,NA,17.7549771390556,18.1217582629672,17.4165398752635,17.8812780524912,17.7659936094353,17.3328196184898,17.3566950840094,16.8394440849718,16.9874854371567,16.8214211857749,17.3507066640384,17.5744784519982,16.1546100971588,16.1204171584782,16.0993809783137,16.8840807393095,16.0990862293015,16.0741453294853,-1.14890474637285,3.26170409682375e-17,2.99777994853114e-16,-1.66457636014468,2.19054670716963e-30,3.50633509594286e-28
"Q14137",NA,NA,NA,NA,NA,NA,3,2,3,5,5,5,4,5,7,5,6,4,17.2064441402835,15.5845556114609,17.4981731756277,15.9859255620619,15.8720135296428,16.3904752267793,17.8916399079958,17.2315244625471,17.3168630950086,17.5744841059471,17.7993185313513,18.095945767561,17.2615070891067,17.2961136920106,17.2359834013012,18.1655345439903,17.9334784288459,17.4019738883642,0.35849656497221,0.0613054078332816,0.0813352187672408,0.640001137206863,0.00125392474678443,0.00364488295039882
"Q32P28",2,5,3,5,4,4,2,2,1,NA,3,NA,6,2,3,4,4,4,16.9885295343773,17.3625023070739,16.3758808898637,17.2634391747089,17.5734625113842,16.8588627908509,15.8224766387417,15.654013711,15.3576377042326,15.693201356099,16.0140165012362,16.1957486489915,16.9923335272167,16.5940105620676,16.4155337100331,17.0225690334034,16.4944052380629,16.5360576937137,-2.03577249522845,6.74603531145637e-16,5.3435700756536e-15,-0.680055452402552,4.46919453390005e-05,0.000195812702114854
"Q9BTT0",2,NA,3,NA,NA,NA,3,3,3,4,3,3,2,2,2,3,2,1,17.2437673107973,14.756342650683,17.3352116872005,14.9864146706287,15.7761285022771,15.9490228730689,18.1646015598257,17.8421765975817,17.8089550290689,17.7761527006579,17.6744169599316,18.0490574376206,16.8832461549713,16.9345147097958,16.8243907755527,17.487125457663,16.8064184166993,16.4111763019378,1.04729921422287,0.00074008070319087,0.00124885377244822,0.549105308214533,0.0674295408484425,0.110426531981217
"P23381",NA,NA,NA,NA,NA,NA,5,5,4,4,2,2,2,2,3,1,NA,NA,15.9038054871131,NA,15.3853767934965,15.8980286723008,NA,15.7007594503059,17.8929913138694,17.7578816550642,17.7913616357241,17.9253781579891,17.5732431698784,17.8933414105586,17.381848539762,17.0609775164987,16.8098187628073,17.6943944751145,17.2889791087546,16.8845852064931,1.40319585973702,2.28246604870273e-11,1.0734723135305e-10,1.10974952573853,1.7231149490343e-08,1.41684897007923e-07
"Q02543",4,2,4,3,3,3,7,7,7,7,7,7,3,2,2,4,3,3,17.8358500360511,16.5015590040922,18.218549142103,16.8301237625097,16.6499319990957,16.9414449427899,19.9036934992738,19.3773915754463,18.9547261464208,19.2472876502673,19.4663894466939,19.7972289928884,16.6039332304899,16.5094256501881,16.6565637914094,17.5149050556292,16.1853042376102,16.0666195975296,1.87587806200637,1.05788342400636e-18,1.17390934792964e-17,-0.593721999239936,0.000442929510559874,0.00145881173505385
"O43390",10,3,9,3,2,7,11,13,8,12,12,13,12,9,11,9,9,12,17.9782929895244,16.1798687300318,18.0969528061561,16.3740877729823,16.056111342223,16.987478754247,18.6824491518932,18.3371405592201,18.0126358704642,18.3321601461436,18.5882240350393,18.8466890396788,17.8317757725131,17.8974895306675,17.6672936076456,18.5089100911428,17.8413158578684,17.7735737354849,0.762234136742973,0.00287009177997305,0.00445595164808195,0.635015879364771,0.0127263369744024,0.0265935031118713
"P02675",NA,3,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1036655754395,16.3916607268692,17.7443182688838,17.5506981194343,17.3622252249001,17.4979572282565,16.9488774462635,16.5052546590417,17.1163238353536,16.8848261271457,NA,NA,NA,NA,NA,NA,NA,-1.24464285438453,9.54932607059543e-06,2.09233641292027e-05,NA,NA,NA
"Q9H0W9",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8643803614511,NA,NA,15.7572754306622,17.3619824546286,NA,17.1472310626444,17.1382092734335,16.9111621028647,17.3230862175491,16.5462199825463,NA,15.6808467344166,NA,16.8466631271726,NA,0.515224690746337,0.0125276071900009,0.0180098376797148,0.375668425955509,0.105523134944339,0.161417566848145
"P62805",12,12,10,10,10,11,6,5,9,8,12,11,10,10,9,10,10,9,20.9330264808483,20.8297939933936,20.5617296884581,20.8152322713771,20.5038584738625,20.6485129853538,16.8437656147006,17.1284279409612,20.0860210534646,18.466067322115,21.4554750748354,21.2410778478199,20.3709832425628,20.3637410940294,20.195663078606,21.3715729408036,20.7112750137517,20.1381933297506,-1.65463184333839,0.00771579004750961,0.011370637964751,-0.320564637522867,0.600019144958281,0.714548608922168
"O15118",3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3381862328462,17.1102934402691,17.0996693454435,17.3072375435103,16.7541980942246,16.3259165636788,15.8404143380718,15.7746590297112,15.3280789430803,15.5219183987325,NA,NA,15.9499910213249,16.1721817982267,15.9249364673487,17.2275676713997,16.2868682926736,15.9663915571206,-2.05573614844365,4.11758619657707e-14,2.65110897362502e-13,-1.04961957857441,3.20885155028258e-09,2.97469211282953e-08
"P27348",4,4,5,4,5,4,8,7,6,6,6,6,5,6,6,8,7,7,16.9460757086947,16.044411797264,16.7744213076665,16.2187905304289,16.1888153990673,16.3585155876742,19.1120323815481,18.8521328780389,18.8707085614471,18.7743313641777,18.555423339656,18.8622586439892,17.8976315835504,17.8270009431349,17.5853409971751,18.5801035988752,17.7248918422128,17.7060026937146,1.68562547494041,3.50799016525841e-38,2.41349723369779e-36,1.14872831645553,1.68698694060641e-25,1.26576738887375e-23
"P31946",4,3,4,4,4,4,5,5,5,6,6,5,6,5,5,7,4,5,17.8422820226652,16.8787070643051,17.2837551609588,17.2331800283916,17.261673767861,17.5353935783964,19.736070833892,19.5163903200512,19.4345485848701,19.5632849261388,19.1252300370657,19.3857754499938,18.9129428261106,18.6219566489303,18.5643673834001,19.4482331185773,18.7124004351039,18.6911255037305,1.45198808103533,1.39777330097982e-26,3.23638279688405e-25,1.26071813248194,1.46421586269418e-22,6.63317412514855e-21
"O15371",2,NA,3,NA,NA,1,9,7,5,7,5,6,3,2,2,4,2,3,16.7527509687989,14.4757073573754,16.7834200718908,15.5273135263492,14.8991760750983,16.0928151950924,17.902241120051,17.7982633322767,17.4360942087562,17.6756502948321,17.373542543863,17.7382518619404,16.8306110344711,16.8969582883131,16.7898387210931,17.4631199706832,16.9729431550699,16.8791629631539,1.13978575754968,1.07186115491618e-05,2.32945998288643e-05,0.898026446359718,0.000422548446004629,0.00139936388807878
"O95810",1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,3,3,3,3,2,2,16.7627915051295,15.7793350582836,16.4946603731322,15.5956832094263,16.0038676951714,16.0986561283016,16.6912033197022,15.9869558295438,16.0324411339933,15.757551784762,16.1515146983516,16.3117546979161,17.6414980993262,17.4954958029636,17.3269349465566,18.1991221908728,17.1167773940664,17.1862109498033,-0.556734703856648,0.000112332894409715,0.000212321514708472,1.11868382871217,6.4878641404646e-11,7.74993124440572e-10
"P30153",5,NA,6,2,2,3,8,9,8,8,7,6,4,4,4,1,3,4,16.436984364642,14.6059931365436,16.6812591705457,15.0834589398334,14.9416801603181,15.604229206855,17.5439234643822,17.5401445746943,17.0978503126157,17.3651519869343,16.9399448280235,17.1159763200291,16.1151501614599,16.1455977014616,15.9951996365522,15.9365823608874,15.5240448904404,16.1574465399281,0.872770748599086,0.00022793850845446,0.000413621649101989,0.0572893475335308,0.801675455787403,0.909221903328084
"P08708",4,3,4,3,2,4,8,7,6,6,7,6,4,3,3,2,NA,1,17.9901406632177,16.8737935081496,18.0147969020993,16.7821950007887,16.9838440581952,16.8915990931021,20.1267253237763,19.8884648738722,19.5777339784614,19.8111490090993,19.8772384901965,20.0780453236182,17.4765316334822,17.3260197116576,17.0119678419233,17.9345051711581,16.4640074317955,16.7013446804503,1.95452950849776,5.29752910053122e-16,4.30961151151323e-15,-0.320847926833637,0.11266496259845,0.170991514032161
