"protein_group","abundance_Cu.complex_1","abundance_Cu.complex_2","abundance_Cu.complex_3","abundance_Cu.complex_4","abundance_Cu.complex_5","abundance_Cu.complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn.complex_1","abundance_Mn.complex_2","abundance_Mn.complex_3","abundance_Mn.complex_4","abundance_Mn.complex_5","abundance_Mn.complex_6","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","differential_abundance_pvalue_Cu.complex_vs_DMSO","differential_abundance_qvalue_Cu.complex_vs_DMSO","log_ratios_Cu.complex_vs_DMSO","differential_abundance_pvalue_Cu.complex_vs_Mn.complex","differential_abundance_qvalue_Cu.complex_vs_Mn.complex","log_ratios_Cu.complex_vs_Mn.complex","differential_abundance_pvalue_DMSO_vs_Mn.complex","differential_abundance_qvalue_DMSO_vs_Mn.complex","log_ratios_DMSO_vs_Mn.complex"
"sp|P62873|GBB1_HUMAN",-17.573137656,-17.2601715779,NA,NA,NA,NA,-18.033478685,-17.8328005936,NA,NA,NA,NA,NA,NA,NA,-17.5334768902,NA,-17.4809466289,1,1,1,1,1,1,1,2,1,NA,2,1,1,1,1,1,1,1,0.114049833887043,0.20863309352518,0.51648502235,0.598271381578947,0.739669421487603,0.0905571426000016,0.0156310541310541,0.0341880341880342,-0.425927879749999
"sp|P62888|RL30_HUMAN",NA,-15.2715417234,NA,NA,NA,NA,-14.3882925109,-14.2300984593,-14.3599946805,-14.2938194905,-14.2245773368,-14.3612453792,-15.4642902376,NA,-15.5844626473,NA,-15.5865715591,NA,1,1,1,1,NA,1,3,3,3,3,3,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,8.26210826210826e-05,0,1.23543683846667
"sp|P62906|RL10A_HUMAN",NA,NA,-16.2376686156,NA,NA,-15.9675040261,-15.7574799447,-15.1064956589,-15.7314981782,-15.7593175456,-15.1122940651,-15.3456583257,NA,-16.0633903205,-16.3867702722,-16.0250246701,NA,-16.3188547625,1,NA,1,1,1,1,3,3,3,3,3,3,2,1,1,1,2,2,0.0731295681063123,0.169642857142857,-0.633795701150001,0.581078947368421,0.726890756302521,0.0959236854750003,0.0156809116809117,0.0341880341880342,0.729719386625002
"sp|P62910|RL32_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.7248648398,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,2,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62913|RL11_HUMAN",NA,NA,NA,NA,-16.3122653124,-16.5588944646,-17.0681421924,-16.8674234029,NA,NA,-16.9009229317,NA,NA,NA,NA,NA,-16.5946272257,-16.6323866265,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0.0993837209302326,0.189393939393939,0.509916287166664,0.308304276315789,0.574193548387097,0.1779270376,0.0159871794871795,0.0341880341880342,-0.331989249566664
"sp|P62993|GRB2_HUMAN",NA,NA,NA,NA,NA,NA,NA,-17.4388077289,NA,NA,NA,-17.4724770391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P63010|AP2B1_HUMAN",-18.9542860006,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.4737235715,-19.6360635023,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,0,4,1,1,4,4,3,2,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P63104|1433Z_HUMAN",-17.0450473158,NA,-17.1773853691,NA,-16.7259197777,NA,NA,-17.3988170102,-17.522293294,-17.3865178578,-17.4364292863,NA,NA,-16.9316055754,-16.8597610022,NA,-16.9299337564,NA,3,3,3,3,3,3,4,3,5,5,4,5,3,4,4,3,4,3,0.135511627906977,0.233333333333333,0.453230207874999,0.629375,0.756,-0.0756840428666692,0.00115099715099715,0,-0.528914250741668
"sp|P63167|DYL1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.7725199817,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,2,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P63173|RL38_HUMAN",-14.0884394711,NA,-15.2189882361,NA,NA,-15.0596498576,-13.8974989678,-15.4080609608,-15.4774711069,-15.3770985011,-13.7392512729,-14.2558227857,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,1,6,4,5,4,5,4,NA,NA,NA,NA,NA,NA,0.766985049833887,0.819148936170213,-0.0964919224000003,NA,NA,NA,NA,NA,NA
"sp|P63241|IF5A1_HUMAN",-14.8190832433,-15.646767945,-14.9139432449,-14.7611510759,NA,-16.0524610066,-15.2942507072,-16.5799120585,-15.2806578479,-16.209052079,-15.25241599,-16.7496541489,-14.7574778403,-16.0081381856,-15.9602782549,-14.7480102323,-14.9286118906,-14.9294902568,2,1,2,2,2,2,2,5,2,2,2,4,2,2,2,2,2,2,0.0953621262458472,0.188976377952756,0.65564250211,0.890366776315789,0.900990099009901,-0.0166801930566667,0.117710826210826,0.183246073298429,-0.672322695166667
"sp|P63244|RACK1_HUMAN",-17.114783458,NA,-17.2690913539,-16.9364249518,-16.8335456793,NA,-17.4944523012,NA,-17.6190417121,-17.5461478142,NA,-17.5541270015,NA,-17.1187955243,-17.0552432987,-17.2681358256,-17.2532486494,NA,3,3,3,1,1,1,3,4,3,3,3,2,2,2,1,1,1,1,0.0906328903654485,0.182539682539683,0.514980846500002,0.402773026315789,0.627659574468085,0.135394463750004,0.00518376068376068,0.0142857142857143,-0.379586382749999
"sp|P67812|SC11A_HUMAN",-16.7144312445,NA,-16.7468970475,-16.3196944199,-16.2500889068,-16.5660449418,NA,NA,-17.2267343668,NA,NA,-17.2452863825,-16.5796149775,-16.5565816332,-16.5780299574,NA,-16.631745895,-16.7326408918,2,3,2,2,3,2,1,NA,2,1,2,2,2,2,2,2,2,2,0.0366893687707641,0.123287671232877,0.71657906255,0.52353125,0.705357142857143,0.0962913588799985,0.00172792022792023,0,-0.620287703670002
"sp|P67870|CSK2B_HUMAN",NA,-16.500655836,NA,-16.6233246773,-16.5442297677,-16.8070474587,-17.2572675862,-17.2381664066,NA,-17.3381063308,NA,NA,NA,-17.0265769893,-16.9010016359,NA,NA,-16.8820289384,NA,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,1,NA,NA,1,0.0365215946843854,0.123287671232877,0.659032339608334,0.0680542763157895,0.430769230769231,0.317721419608333,0.00613675213675214,0.0142857142857143,-0.341310920000002
"sp|P68104|EF1A1_HUMAN",-17.7946440556,-17.2300971124,-16.3637554344,-16.0598765545,NA,-16.2472318497,-17.9638328493,-17.8703223182,-17.9862307396,-18.0498882118,-17.450407197,-18.1241412255,-16.2337064883,-17.5517425457,-16.3007057043,-16.2301920928,-17.6106586824,-17.5620308557,7,5,6,5,5,6,9,6,7,8,9,8,5,7,5,6,6,7,0.00709468438538206,0.0606060606060606,1.16834942224667,0.581889802631579,0.728033472803347,0.175718393546667,0.0274088319088319,0.0507246376811594,-0.9926310287
"sp|P68371|TBB4B_HUMAN",NA,NA,NA,NA,NA,-17.3385824213,-18.1805751105,-17.9738786483,NA,NA,-17.7076627379,-17.914700717,NA,NA,-17.4239517502,-17.4852504022,NA,-17.4148575673,7,5,9,5,5,8,12,14,8,14,12,12,7,8,8,8,9,11,NA,NA,NA,NA,NA,NA,0.0136908831908832,0.0283018867924528,-0.502851063525
"sp|P68400|CSK21_HUMAN",NA,NA,NA,-17.4603621061,NA,-17.5485959682,NA,NA,-18.0450902692,-17.9277989149,NA,-18.0593995247,NA,-17.6056221542,-17.5076243585,NA,-17.7417480582,-17.6114543756,1,NA,1,1,NA,1,1,1,1,2,1,1,NA,1,1,1,1,1,0.0857591362126246,0.176,0.506283865783335,0.430972039473684,0.647959183673469,0.112133199475,0.00711396011396011,0.0142857142857143,-0.394150666308335
"sp|P68402|PA1B2_HUMAN",-17.1232458432,NA,-17.1824682517,NA,NA,-17.0908763759,-17.6191468058,-17.5082613473,-17.6092301468,-17.5520235469,-17.5458192005,-17.6660334259,-17.0582784413,-17.058077397,-17.175378267,-17.0585440202,-17.0523826521,-17.1583608409,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0.109179401993355,0.207407407407407,0.451222255266664,0.700546052631579,0.809160305343511,-0.0386932205166666,0.000894586894586895,0,-0.489915475783331
"sp|P69849|NOMO3_HUMAN",NA,-19.0455491707,-19.5151213872,-19.2204795049,NA,-19.3425984021,-20.1259204304,NA,NA,-19.985766902,NA,NA,NA,NA,-19.4222763373,NA,NA,-19.5353636646,3,3,3,4,5,5,4,3,1,2,1,2,2,1,1,2,2,2,0.0254451827242525,0.103448275862069,0.774906549975004,0.299064144736842,0.571428571428571,0.197882884725004,0.00578062678062678,0.0142857142857143,-0.57702366525
"sp|P78310|CXAR_HUMAN",NA,-17.1155764054,NA,-17.2208124492,-17.0953217277,-17.3415718748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P78330|SERB_HUMAN",NA,NA,NA,NA,NA,NA,-17.083749161,-16.9974141052,-16.0450063222,-17.0199662894,-16.0372308204,NA,-16.8007773501,NA,NA,NA,NA,-16.7790813292,NA,NA,1,NA,NA,1,3,3,2,2,2,2,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0.668202279202279,0.755627009646302,0.15325600001
"sp|P78344|IF4G2_HUMAN",-19.4897091132,NA,-18.4138410244,NA,NA,NA,-18.655172917,-19.5848842626,-19.674761382,-18.7265659473,-18.6093372827,-18.7481568797,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,7,7,3,8,4,4,1,2,NA,1,1,1,0.849833887043189,0.873720136518771,0.0480380430833343,NA,NA,NA,NA,NA,NA
"sp|P78371|TCPB_HUMAN",-18.0421697563,-17.6639972515,-18.0401307751,-17.7647796089,-17.6832675391,-17.9689835726,-18.5336994142,-17.1636533344,-18.3853194545,-18.2969667538,-18.3429651284,-18.4373188813,-16.8788192025,NA,-17.8677816964,NA,-17.9274208852,-17.919195611,5,3,5,2,3,2,7,7,7,6,6,5,5,5,5,2,5,4,0.291284053156146,0.408163265306122,0.33276574385,0.351722039473684,0.597701149425287,-0.212250401808333,0.142705128205128,0.217821782178218,-0.545016145658334
"sp|P78417|GSTO1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.5448163083,NA,-17.6133346588,NA,NA,NA,-17.0490261955,NA,-17.052364106,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,0.000874643874643875,0,-0.528380332799998
"sp|P78527|PRKDC_HUMAN",-18.266740789,NA,-18.323801609,NA,NA,-20.0536425976,-19.1040370328,-18.6824979205,-18.7507108185,-19.1274559169,-18.2900003301,-18.7982059528,-19.4269084215,-18.9501584353,-18.3084159799,-19.5034201684,-18.7575016207,-19.1716537874,17,1,21,3,2,9,29,23,19,20,21,24,16,17,17,14,17,20,0.766144518272425,0.819148936170213,-0.0892436699333352,0.658195723684211,0.770428015564202,0.138281403666667,0.320760683760684,0.42570281124498,0.227525073600003
"sp|P80303|NUCB2_HUMAN",NA,NA,NA,NA,-17.7139437401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P80404|GABT_HUMAN",NA,NA,-17.8789689072,-17.5270368176,-15.8855701225,-17.7892433623,NA,-17.1442517654,-18.3048073303,-17.2652129373,-18.1142292779,-17.3211481076,-17.694136651,-16.730467229,-17.6759530319,-17.801735606,-17.9959894043,-17.8471186396,4,4,6,5,7,6,7,6,6,6,5,5,6,7,7,5,6,5,0.350406976744186,0.466981132075472,0.359725081300002,0.316154605263158,0.575,0.35402862456667,0.929076923076923,0.928774928774929,-0.00569645673333241
"sp|P82663|RT25_HUMAN",NA,NA,NA,NA,NA,NA,-17.2241375947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P82979|SARNP_HUMAN",NA,NA,NA,NA,NA,NA,-17.2415047323,NA,NA,NA,NA,NA,NA,NA,-16.8700461239,-16.8410745723,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P83916|CBX1_HUMAN",NA,NA,NA,NA,NA,NA,-17.0618780675,NA,-17.0940626374,-16.9784583626,-16.9110461241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P84103|SRSF3_HUMAN",NA,NA,NA,NA,NA,-16.4397529704,NA,NA,-16.9394462827,-16.8917080408,NA,-17.0704462001,NA,NA,NA,NA,NA,-16.4017201908,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P98160|PGBM_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.360944855,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q00059|TFAM_HUMAN",-16.4869732435,-15.5048548761,NA,NA,NA,-17.327538462,NA,NA,NA,NA,-17.7372627845,NA,NA,NA,-17.4245245513,NA,-17.3327549661,NA,5,3,3,5,5,4,3,4,2,1,3,2,3,2,3,3,2,5,NA,NA,NA,0.0858651315789474,0.430769230769231,0.938850898166667,NA,NA,NA
"sp|Q00325|MPCP_HUMAN",-17.407224001,-17.0440197808,-17.5310785,NA,-17.0205817465,-17.2463198215,NA,-17.9418324892,-18.1233622107,NA,NA,NA,-17.3378090353,-17.3322950211,-16.4401987744,NA,-16.455419214,NA,3,5,4,3,3,5,2,2,3,2,3,3,2,3,3,3,3,3,0.026358803986711,0.103448275862069,0.782752579990003,0.170077302631579,0.490740740740741,-0.35841425876,0.0340384615384615,0.0567375886524823,-1.14116683875
"sp|Q00341|VIGLN_HUMAN",NA,NA,NA,NA,NA,NA,-19.6986406705,-19.6252289234,-18.6640820987,-19.710881389,-19.1932154462,-18.445183789,NA,NA,-18.1278108523,NA,NA,NA,8,NA,6,NA,NA,3,12,8,8,8,11,9,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q00597|FANCC_HUMAN",NA,NA,NA,NA,NA,NA,-19.3671407184,NA,NA,NA,-19.4091829588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q00610|CLH1_HUMAN",-18.9496005805,-18.108602534,-18.2344342608,-17.4500636925,NA,NA,-18.5636750831,-18.5698408213,-17.768587905,-18.619579028,NA,-17.8681069663,-19.0646841793,NA,-18.8781191245,-18.335183637,-17.9320501221,-18.0146235488,9,12,16,10,11,10,19,19,16,18,15,17,15,15,13,13,16,16,0.745845514950166,0.819148936170213,0.0922826937900005,0.40178125,0.627659574468085,0.259256855389999,0.548662393162393,0.646258503401361,0.166974161599999
"sp|Q00796|DHSO_HUMAN",-17.4718368054,NA,-16.5883918087,NA,NA,NA,-17.1702720086,-18.5438603732,-18.4242712559,-18.1226050362,NA,-17.9426765884,-17.7104152599,NA,-17.3878822186,-17.3106346134,NA,-17.4008204445,5,NA,3,NA,1,NA,5,5,6,5,5,5,3,1,3,1,3,3,0.025202657807309,0.103448275862069,1.01062274541,0.151100328947368,0.489130434782609,0.42232382705,0.0840840455840456,0.134502923976608,-0.58829891836
"sp|Q00839|HNRPU_HUMAN",-18.798533203,NA,-17.3511108352,NA,NA,-18.7534758629,-18.3905749773,-18.0360966398,-19.2274709994,-18.2339142097,-18.108807917,-19.2312109426,-18.6577694599,-18.4198266339,-18.8545225161,-18.619180012,-18.7697465731,-17.7657706846,3,1,4,NA,NA,3,4,4,3,4,4,3,2,4,3,2,3,3,0.511808970099668,0.641025641025641,0.236972647266668,0.487490131578947,0.69377990430622,0.213429346233333,0.87954415954416,0.898255813953488,-0.0235433010333352
"sp|Q01082|SPTB2_HUMAN",-18.2340819486,NA,-18.3705916922,-19.9265962534,NA,-20.285900153,-19.1264218888,-20.4495627331,-19.6485566639,-19.6647125593,-19.4143843885,-18.6201056596,-17.809630837,-19.0637937149,-19.0896189814,-20.1213148535,-18.5327358918,-17.8898865515,11,5,13,7,8,10,12,13,11,11,15,15,11,13,13,14,15,13,0.462144518272425,0.589519650655022,0.282998137066667,0.315970394736842,0.575,-0.453129040116664,0.133938746438746,0.205,-0.736127177183331
"sp|Q01518|CAP1_HUMAN",NA,NA,NA,NA,NA,-17.8299261157,NA,-18.4377496509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,4,5,3,4,5,3,3,4,3,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q01581|HMCS1_HUMAN",NA,NA,NA,NA,NA,NA,-18.4704353806,-18.3861965538,-18.5732490582,-18.2798410219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q01780|EXOSX_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.3700716293,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q02252|MMSA_HUMAN",NA,NA,NA,NA,NA,NA,-18.6349737452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q02543|RL18A_HUMAN",NA,NA,NA,NA,NA,NA,NA,-17.1084988023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,1,2,4,4,5,4,5,4,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q02809|PLOD1_HUMAN",-16.8293296466,-16.4008367616,-17.648358236,-16.5937229186,-17.0273506361,-16.8614741652,-18.0254927973,-18.9543350357,-19.1838060619,-18.0473990904,-19.1024705593,-19.2340912065,-17.4181874059,-18.596760885,-18.6907640028,-17.3803924876,-17.5553443224,-17.6086157754,7,8,7,8,6,9,4,4,4,5,5,2,6,5,6,6,5,7,4.48504983388704e-05,0,1.86442039783333,0.00956085526315789,0.230769230769231,0.981498752499999,0.0453133903133903,0.0714285714285714,-0.882921645333333
"sp|Q02818|NUCB1_HUMAN",-17.841054025,-17.3620225589,NA,-17.5438025582,NA,NA,NA,NA,NA,NA,NA,NA,-17.7226755112,NA,NA,-17.7825283781,-17.8149167005,-17.880838696,2,2,1,3,1,2,2,NA,1,2,1,1,2,1,1,1,1,2,NA,NA,NA,0.222004934210526,0.516129032258065,0.217946774083334,NA,NA,NA
"sp|Q02880|TOP2B_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.9309960397,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q02978|M2OM_HUMAN",NA,-15.7318012684,-17.4255436268,-15.9824610668,NA,NA,NA,NA,NA,NA,NA,NA,-16.118450035,-17.0445386677,-17.3194642666,-17.2909362361,-17.3546859284,-17.0657063552,8,7,7,8,8,7,NA,NA,2,NA,2,1,6,5,5,6,7,8,NA,NA,NA,0.0963059210526316,0.430769230769231,0.652361594166663,NA,NA,NA
"sp|Q03154|ACY1_HUMAN",NA,NA,NA,NA,NA,NA,-18.336715027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,2,4,4,3,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q03252|LMNB2_HUMAN",-18.3223815576,NA,-18.3811730076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.0931110104,NA,NA,4,1,3,1,NA,3,NA,NA,3,NA,4,3,2,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q03519|TAP2_HUMAN",NA,NA,NA,NA,NA,NA,-20.3435042006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q04637|IF4G1_HUMAN",NA,NA,-19.7502358725,NA,NA,NA,-20.7425812086,NA,-20.0475312437,NA,-19.9223661484,-20.0931787447,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,6,5,7,5,4,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q04760|LGUL_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.2657325909,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,2,2,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q05329|DCE2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.679558353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q05682|CALD1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-18.9541217612,NA,NA,NA,-18.6029989091,-18.8450767318,-18.5150923301,NA,-17.7011093344,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q06033|ITIH3_HUMAN",NA,-18.4635569199,NA,NA,-18.5039761294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q06203|PUR1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.6533450184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q06210|GFPT1_HUMAN",NA,NA,NA,NA,NA,NA,NA,-19.320294526,NA,-17.5990492748,NA,-17.7688392419,NA,NA,NA,NA,NA,-18.1326092985,4,NA,3,NA,NA,2,6,5,6,7,6,5,3,4,4,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q06323|PSME1_HUMAN",-16.1180391584,-15.1671800744,-17.036082309,-15.7923722672,-15.644831003,-15.9722425346,-16.4177360127,-15.7067067793,-15.3643969623,-15.801999162,-15.1613097243,-15.1954301918,-15.9870560599,-15.0398673677,-15.8435374417,-14.7772276098,-14.8351901076,-15.2063982356,5,4,4,4,5,5,11,10,10,9,9,9,8,6,6,7,7,5,0.308926910299003,0.423645320197044,-0.347194752366667,0.0484720394736842,0.411764705882353,-0.673578420716666,0.279279202279202,0.38655462184874,-0.326383668349999
"sp|Q06481|APLP2_HUMAN",-18.6192975972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q06520|ST2A1_HUMAN",-17.4223782861,NA,-17.4126572223,NA,NA,-17.3376618143,NA,NA,-17.5937743287,NA,NA,-17.80148326,-17.3430814001,NA,-17.3702600776,-17.2665875648,-17.3593282966,-17.3414038048,2,1,3,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,0.268662790697674,0.381443298969072,0.306729686783338,0.607200657894737,0.75,-0.0547668787866655,0.00761111111111111,0.0222222222222222,-0.361496565570004
"sp|Q07020|RL18_HUMAN",NA,-16.202833109,NA,-16.3067576392,-15.1494193235,-14.7929407279,NA,NA,NA,NA,-16.7511733911,-17.6867915166,NA,NA,NA,NA,NA,-16.5581486362,3,3,4,4,2,3,3,4,3,3,4,5,1,2,1,2,1,3,0.00424086378737541,0.0357142857142857,1.60599475395,NA,NA,NA,NA,NA,NA
"sp|Q07021|C1QBP_HUMAN",NA,NA,NA,NA,NA,-17.0451392912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q07065|CKAP4_HUMAN",-17.9745861728,-17.4471594976,-18.4583866592,-16.2812532484,-17.8320793979,-16.8428098927,-18.557106447,NA,NA,NA,-18.7985451698,-18.5745752137,-16.6933428034,-16.494942818,-17.9573985135,-17.049937825,-18.2205800358,-18.3211581489,6,10,8,8,7,8,4,4,4,4,6,5,6,6,8,7,6,10,0.0128355481727575,0.075,1.1706964654,0.897149671052632,0.900990099009901,-0.0164857873333339,0.0534216524216524,0.0880503144654088,-1.18718225273333
"sp|Q07812|BAX_HUMAN",NA,NA,NA,NA,NA,NA,NA,-17.1809743787,-17.2497554657,NA,-17.1739078951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q07955|SRSF1_HUMAN",-17.049350232,-16.7977757095,-17.3393037529,-16.7358182061,-16.7008273991,-15.9925039217,-17.5297894657,-16.4075341963,-16.5070409242,-17.4393385541,-17.3964008211,-16.0230570329,-16.7505422416,-15.2895431362,-15.8959921804,-16.9953243416,-16.8474515267,-16.8727874996,3,1,3,3,3,4,4,4,4,4,5,5,4,5,5,4,6,4,0.695882059800664,0.785714285714286,0.114596962166665,0.272865131578947,0.541666666666667,-0.3273230492,0.277750712250712,0.385593220338983,-0.441920011366665
