"protein_group","number_of_peptides_Cu.complex_1","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","differential_abundance_pvalue_DMSO.Cu.complex","differential_abundance_pvalue_Mn.complex.Cu.complex","differential_abundance_qvalue_DMSO.Cu.complex","differential_abundance_qvalue_Mn.complex.Cu.complex","abundance_Cu.complex_1","abundance_Cu.complex_2","abundance_Cu.complex_3","abundance_Cu.complex_4","abundance_Cu.complex_5","abundance_Cu.complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn.complex_1","abundance_Mn.complex_2","abundance_Mn.complex_3","abundance_Mn.complex_4","abundance_Mn.complex_5","abundance_Mn.complex_6"
"sp|Q5JR59|MTUS2_HUMAN",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6804584234607,NA,NA,NA,NA,23.7976066747433,NA,NA
"sp|Q5JTH9|RRP12_HUMAN",1,3,4,3,3,2,1,3,0,3,0,1,0,0,1,4,3,3,0.00372398001449912,0.0313669789666892,0.0081952469884295,0.0895271543928783,20.3000732744902,NA,NA,NA,NA,19.386707010018,21.3114504482228,20.8579267969485,20.8790279142909,21.09348912316,21.284862378266,21.7025579937443,20.3739948377818,21.1040861706849,20.2504093245167,21.3183990285393,NA,20.9085857419279
"sp|Q5JTJ3|COA6_HUMAN",2,1,2,2,0,0,1,0,1,2,2,2,2,1,1,2,2,1,0.280295416037077,0.000770567997976048,0.357430976264334,0.00548924621103665,22.2451983269677,22.2795332756938,21.8265687129716,22.7997462917116,21.8314961314567,21.7698033677865,22.2921313507707,22.2323152690228,21.1765769347734,21.2053169531424,21.9468300966209,22.051095904394,NA,NA,20.5135599057409,NA,20.5377786896282,21.1236876249748
"sp|Q5JTV8|TOIP1_HUMAN",5,1,5,1,5,4,5,5,4,5,6,4,5,3,5,0,0,3,5.34167878753067e-06,0.858219808319895,3.29514810205798e-05,0.917710393923437,24.0807872268292,24.6788072929262,23.8530757775112,24.5751228614958,24.0882419486864,24.1593610235734,NA,NA,22.0438405714605,20.318688531245,23.0958605335978,20.9663999882715,24.091439743829,23.8702496984968,24.1637431858982,24.0845932784352,24.3187052004229,24.5146201047261
"sp|Q5JTZ9|SYAM_HUMAN",0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7339050981557,19.6534032450926,19.2208703909039,21.8093025484295,19.6413351767623,22.1983866842181,NA,NA,NA,NA,NA,NA
"sp|Q5R3I4|TTC38_HUMAN",1,3,3,4,0,0,0,0,0,1,0,0,0,0,1,5,4,5,0.000526653582357261,0.611236407955717,0.00144995003008819,0.737011616435256,19.3705056428518,NA,NA,NA,NA,17.9864113721057,22.2566046829005,22.485655566467,22.8733015713777,21.2111481169288,20.7799492154598,21.3330872574086,NA,NA,NA,NA,NA,18.1882988889083
"sp|Q5RKV6|EXOS6_HUMAN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8397125877081,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2272862434144
"sp|Q5SRE5|NU188_HUMAN",1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.144274905565414,0.610014867144101,0.201698770245133,0.736302603040846,18.5466586403149,NA,NA,NA,NA,NA,NA,NA,NA,19.9428512193261,NA,NA,19.2667170578994,NA,NA,NA,18.5833620036074,NA
"sp|Q5SSJ5|HP1B3_HUMAN",1,2,2,2,2,2,2,2,1,2,1,2,0,1,1,2,2,2,0.774934699098387,0.7772360500085,0.824647491116019,0.858773503647294,21.6141551978958,NA,21.168943510786,NA,NA,20.5061363970816,21.3216353450808,21.8264213783645,21.4079930641201,21.780438751129,20.7223320277537,20.3378558392062,20.4939000908116,22.3530521715895,20.2482147574354,20.6007861731885,21.0893231518395,NA
"sp|Q5T2W1|NHRF3_HUMAN;sp|A8MUH7|PDZ1P_HUMAN",1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.105207164716037,0.78047356732542,0.15236899717495,0.860472521563877,19.4967413860958,NA,NA,NA,NA,NA,NA,20.3487262351959,NA,21.4853062440341,20.4166608412926,20.4668896546311,NA,NA,NA,NA,NA,19.2644643973843
"sp|Q5T4S7|UBR4_HUMAN",2,3,0,0,0,0,1,1,3,1,1,1,1,1,2,1,4,1,0.940915762611564,0.624377108978791,0.954783801869457,0.746281120493869,20.5022740441315,20.4700398957991,19.2932710292836,20.5313950695041,20.1649184363472,20.726076957779,NA,21.2706736043834,18.5785068818054,21.1534641487729,NA,NA,NA,NA,21.4459904055882,18.8535597832259,20.9519821578076,18.5924307441435
"sp|Q5T6V5|QSPP_HUMAN",2,1,1,1,1,1,1,0,2,2,0,2,0,0,1,3,1,2,0.824103740202641,0.205947368084854,0.865250081262403,0.343362463045302,21.0130035943122,NA,21.9040666767646,NA,NA,20.2357053022622,21.9295975113548,20.0338724559307,21.7088669534574,21.3984208634753,20.9012791591252,21.1043927397894,18.8581791743022,20.5776943314291,19.4797185987468,NA,21.1712298639684,21.2885650329361
"sp|Q5TDH0|DDI2_HUMAN",2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,2,0.274378401856117,0.257031071180291,0.351474993682008,0.400894799715119,21.5784027532206,NA,NA,20.519888595045,NA,NA,21.7519703421097,21.9575469803038,21.884366001934,21.6075257953021,NA,20.7808057727818,NA,NA,NA,NA,NA,20.2160960681212
"sp|Q5TFE4|NT5D1_HUMAN",0,2,1,1,0,2,2,1,1,1,0,0,0,0,0,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7619877151312,21.2546609321262,22.3051642273233,20.4567047259097,19.419101585836,18.9199510655846,NA,18.3350151227414,20.4102333354212,20.098710061914,19.8709074470538,19.1909966134187
"sp|Q5U5X0|LYRM7_HUMAN",1,2,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0.318422209625595,0.0581959894143958,0.398835940229013,0.138862293864557,19.386598527629,20.5667942303738,NA,20.137011938355,NA,NA,19.0686420383898,NA,19.2435060013996,20.6503159973049,19.1315959288153,NA,19.0897760767467,NA,NA,NA,NA,18.5007034523031
"sp|Q5UIP0|RIF1_HUMAN",1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296238302126032,NA,0.373896680560605,NA,19.7644102740353,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9197738674451,20.2354082238634,NA,NA,NA,NA,NA,NA
"sp|Q5VTR2|BRE1A_HUMAN;sp|O75150|BRE1B_HUMAN",0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2746228867643,NA,17.2847656802192,17.193176768974,16.9350655707909,19.7513723103622,NA,NA,NA,NA,NA,NA
"sp|Q5VU43|MYOME_HUMAN",1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0131218803431954,0.49139519367703,0.0245289695051779,0.625905841621133,21.8874010963335,21.6541505597415,21.466515853611,21.6443776272138,21.569829328573,21.801776504367,NA,18.5573552638724,NA,NA,NA,21.6527095656601,21.3219933786658,21.4160509453319,21.4826763749137,NA,21.2071739837274,21.4829038550706
"sp|Q5VYK3|ECM29_HUMAN",4,2,4,4,3,2,0,1,1,3,0,1,0,0,0,3,4,3,0.827505112917079,0.52403570697501,0.867132401694721,0.657839237627689,22.0182719237933,NA,19.6971499058219,NA,NA,NA,21.658145525135,21.472836409662,21.5140739950732,18.5347602782034,21.2168646526692,21.8541042888358,20.7206920060627,20.026571220238,NA,NA,19.4417695481157,20.9415641537642
"sp|Q5XKP0|MIC13_HUMAN",1,0,1,0,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0.0412604254154432,0.3698987255516,0.0672568784228611,0.517224556285213,21.3476372128313,22.2902504219325,21.4999150653007,NA,22.0202709376473,21.7075255035768,NA,NA,NA,NA,20.6581455416813,NA,NA,NA,21.1508082981973,21.5263116580399,21.7448091332847,21.5670988356616
"sp|Q5ZPR3|CD276_HUMAN",1,0,1,0,0,0,0,1,0,1,2,0,2,0,1,0,0,0,0.0425893341136342,0.183717361124122,0.0692515202144266,0.315980957368002,20.5744046673369,21.9600960486404,NA,21.9669029079513,NA,20.7747017975755,NA,NA,NA,NA,19.6434855876553,NA,NA,NA,NA,20.5802750577584,NA,20.4930339586971
"sp|Q68CK6|ACS2B_HUMAN;sp|Q08AH3|ACS2A_HUMAN",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0161621858354,NA,19.9383996960466,19.825843246948,NA,20.1500376837661,NA,NA,NA,NA,NA,NA
"sp|Q68CZ2|TENS3_HUMAN;sp|Q63HR2|TNS2_HUMAN;sp|Q9HBL0|TENS1_HUMAN",0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8006032491358,20.964530076591,22.3979776845963,21.6422027089369,20.9843366942472,21.9500831789611,NA,NA,NA,NA,NA,NA
"sp|Q6DKI1|RL7L_HUMAN",2,1,2,3,1,1,1,1,2,2,0,1,1,0,0,2,2,1,0.0438493400289432,0.326855009824995,0.0711245663246786,0.475712454864165,20.7777132786693,NA,19.9022892620301,18.8366951111615,NA,NA,21.3848126016271,21.2576535220902,19.8303424846834,19.7764418338975,21.4109466555195,21.8426464672059,20.049118172241,20.0705937747891,20.1200303496633,20.2930688938187,20.6742856525607,20.8149877721366
"sp|Q6DKJ4|NXN_HUMAN",1,2,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0.996755717387069,0.337166803217715,0.997766625822553,0.48459997615811,19.4140140996629,NA,NA,NA,NA,NA,19.419227171432,18.6991075184627,NA,20.8565896068431,18.9516728180931,19.1286819881654,18.6675141015173,NA,18.9970146324726,18.8652272993732,NA,18.2113673745003
"sp|Q6FI81|CPIN1_HUMAN",2,4,2,5,0,0,1,0,2,2,0,1,0,0,0,2,2,4,0.0987204783203387,0.232077030227365,0.144244429462878,0.372960543244798,21.3652081784856,NA,20.3168011967032,NA,NA,NA,21.7796766865365,21.5619970546486,22.757438278163,22.1430281124414,20.6272788290881,22.5225780240095,NA,NA,19.10982082845,NA,20.1735622119968,20.7460893363578
"sp|Q6GMV2|SMYD5_HUMAN",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8701148099811,20.0762589328303,20.587741424905,22.1136856300102,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q6GMV3|PTRD1_HUMAN",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5240956607011,20.9743734128434,20.0185192733191,20.609715251611,NA,20.7220003696548,NA,NA,NA,NA,NA,NA
"sp|Q6IBS0|TWF2_HUMAN",4,5,3,6,2,1,2,3,4,5,0,3,0,0,4,5,4,4,0.158678866189746,0.48954165564029,0.218280196417114,0.624763585276435,23.3232255467913,NA,22.8215973922758,NA,NA,22.5044664025221,23.5718437687769,23.4807702549211,23.5528685450974,23.9037944243867,22.9038763283319,23.1494679664894,22.160014157465,22.1669937197546,22.027376560509,22.5961840728542,23.2527500459567,23.5342330758682
"sp|Q6IE37|OVOS1_HUMAN;sp|Q6IE36|OVOS2_HUMAN",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0.889145731522185,0.664011415317176,0.916816738970444,0.778455034474176,21.0872365448526,NA,NA,NA,NA,NA,20.1526731445798,22.3153915246726,20.3685535221616,NA,NA,22.0308970575601,NA,NA,NA,NA,21.6605126730118,21.4041961150325
"sp|Q6IN85|P4R3A_HUMAN",1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0.0187835875397303,0.48450837847674,0.0338310235432734,0.620360727735905,23.2039047100264,NA,22.8831039072248,NA,NA,23.4586637698102,NA,18.5917761590264,21.5306342428309,NA,NA,NA,NA,23.0395615558505,19.9723797382751,NA,23.597339256581,23.4184173486176
"sp|Q6NUK1|SCMC1_HUMAN",2,0,0,0,2,1,0,0,2,2,4,1,3,2,2,0,0,1,0.0084193615708172,0.195219399736497,0.0166403141067416,0.329117731569534,22.6270798797734,23.995943807125,21.2548362039373,23.2506972496707,23.0134629591702,22.7927363953709,NA,NA,20.3978313146839,NA,NA,NA,22.4480182971767,21.5535325679229,NA,NA,22.4886513836899,22.2783419427273
"sp|Q6NUM9|RETST_HUMAN",4,2,2,3,4,3,4,4,3,4,0,4,0,0,1,3,2,1,0.620020605017107,0.0431218796916615,0.685285931861013,0.112659621510504,22.7369202686607,NA,22.0353322729755,NA,NA,19.6705324789413,21.8240406495412,21.0033157515354,20.2303925843922,21.2874257344755,21.3127338777894,21.673781901846,22.2901290271434,22.4248474359114,22.8013989058107,22.643789149685,22.7438284980345,22.7377294707209
"sp|Q6NUQ4|TM214_HUMAN",6,3,5,3,1,0,0,1,3,5,0,6,0,1,1,5,5,4,0.145689077043738,0.69752472350323,0.203387721417496,0.804267765357756,23.1711871563277,NA,22.967758133135,NA,18.9571590317545,19.3679284368551,22.8908956242975,23.0036022626823,21.5855582794076,22.1013738640971,22.6448088005117,22.037735365118,19.486279666042,NA,NA,19.7659914109071,21.3531429484096,22.4323321247381
"sp|Q6NVY1|HIBCH_HUMAN",0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8061209347546,21.4342951445484,21.1709348327731,20.530540229827,20.1218457265798,NA,NA,NA,NA,NA,20.1158958382782,20.1633372019693
"sp|Q6NYC1|JMJD6_HUMAN",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7234393079632,20.3352317116043,20.2037356750715,20.3590357198904,20.1471817232201,19.8393439091504,NA,NA,NA,NA,20.7109821843091,NA
"sp|Q6P1A2|MBOA5_HUMAN",2,1,1,0,1,1,1,1,2,0,1,2,1,1,1,0,1,0,0.00189526828791336,0.42402778978809,0.00455695444621311,0.564697783953004,22.1953564577709,21.1697817753338,22.2383116927726,21.4766066297526,21.3903897718709,21.378163871999,NA,19.4291945516736,NA,20.2001887927405,20.7390199559633,NA,21.1206737442459,NA,21.0634913295915,20.9324791785622,22.2550159409425,NA
"sp|Q6P1L8|RM14_HUMAN",0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7334381007603,20.7937708495197,21.6583181332468,21.4675669131126,21.4104957569532,21.2026548205821,NA,NA,NA,NA,NA,NA
"sp|Q6P2E9|EDC4_HUMAN",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7602771300845,21.8247648465095,20.5623682553766,20.5685016480517,NA,NA,NA,NA,NA,20.1363786667441,18.293978483259,NA
"sp|Q6P2Q9|PRP8_HUMAN",20,22,22,21,12,15,11,10,19,18,6,12,8,4,7,25,22,19,0.000545342559473117,0.0088372112935623,0.00149514751722213,0.0351158152618429,24.8888935525709,21.6426233470283,24.2897248549127,23.5669503658125,22.5301413275923,23.7504837206974,25.2565992660671,25.2191757672629,24.8542524054729,25.0930001331887,25.2085630978577,25.0592049013412,24.5754993819717,24.6972372463171,24.1724876925526,24.2612981229502,25.1875308135554,24.8159904382246
"sp|Q6P587|FAHD1_HUMAN",1,3,3,3,1,2,2,3,3,3,1,1,1,1,1,2,1,1,0.00054877050207807,1.74911885340414e-06,0.00150245904452442,6.9929057833035e-05,21.1395516349943,20.5499237752145,20.4927922176959,20.8412914814949,21.0694542958023,20.8163667229078,22.0405432556876,21.3091978710093,21.1837260261774,23.0162942458535,23.0833269139754,22.9886881775346,22.3961866544404,23.2455875581089,23.3678725238144,22.7979452163478,23.7812608398144,23.6146951408202
"sp|Q6P996|PDXD1_HUMAN;sp|Q6P474|PDXD2_HUMAN",2,11,9,8,4,4,4,5,4,5,0,3,0,0,1,14,7,4,9.42933476797451e-05,0.0231082488625542,0.000347916015551059,0.0719769055884684,22.1561963692996,NA,22.2923953268539,NA,NA,19.5467165643887,24.7479762034622,23.7863705517297,23.1209861831562,24.2544462943848,23.861617960722,23.9671890212585,22.9665443329339,21.9913042597212,22.7420332697366,22.7082889087586,22.7249117256306,22.5014004048982
"sp|Q6PIU2|NCEH1_HUMAN",3,0,0,0,3,3,3,4,4,4,4,3,4,4,3,2,2,1,5.47499062251139e-07,0.826781730911577,5.17111554489832e-06,0.895452420851331,22.9786656141724,23.93153596609,22.81806653946,23.3892215702972,23.2432499189759,23.218219752912,20.927802539255,21.0708003752747,19.4861939523982,NA,NA,NA,23.1572418022248,23.0882802386274,23.2788348106282,22.9944778235525,23.476150258874,23.2094981575886
"sp|Q6PKG0|LARP1_HUMAN;sp|Q659C4|LAR1B_HUMAN",1,2,3,2,0,0,0,0,2,1,0,0,0,0,0,3,3,1,0.00635556593907665,0.234096607349869,0.0130727952434935,0.374058118922017,16.9466859367307,NA,NA,NA,NA,NA,20.7437391199111,21.3341689527784,19.6306747720431,20.45766006685,20.2510626391448,20.1387840838802,NA,NA,NA,NA,20.0609760106608,16.7287640217868
"sp|Q6PUV4|CPLX2_HUMAN",0,2,1,2,1,1,2,2,2,1,0,1,1,0,0,3,3,1,0.00226846462958502,0.152798218573737,0.00531822942850455,0.282122252767154,NA,NA,20.9761160240635,19.6742024339428,NA,NA,23.3862590913475,23.2158137198943,21.7256026538527,22.2259551033366,21.2482393602772,21.8377039365619,20.9423131801655,20.6811516894,21.2904109663428,21.3400225267479,21.4214227472616,21.0622654131803
"sp|Q6UB35|C1TM_HUMAN",0,2,3,2,0,0,0,0,1,0,0,0,0,0,0,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2229116613111,22.3275979170433,21.6349947055922,21.1983714365488,21.6133192935791,21.3781732943937,NA,NA,NA,NA,18.2847530819143,NA
"sp|Q6UN15|FIP1_HUMAN",0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9477475760261,21.0587796267677,NA,20.0311456818237,NA,20.0856463401742,19.5898226640056,NA,NA,NA,19.1041675878019,19.221492466283
"sp|Q6UW02|CP20A_HUMAN",3,0,0,0,1,2,1,1,2,2,7,2,4,2,2,1,0,1,8.40739587862274e-06,0.00592440374369816,4.79658944057841e-05,0.0259060422631801,22.683206063688,23.6898969779674,21.8971061149586,23.0493425978829,22.710214313208,22.1902010679234,19.8659168032824,NA,18.9714293247006,NA,NA,NA,21.1776846069227,21.7357368271656,20.8612498116185,NA,22.0392556979829,21.9337689753481
"sp|Q6UW68|TM205_HUMAN",1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,2.7334724055227e-06,0.128605119505917,1.92024004573018e-05,0.247969910543397,22.1113518947395,22.4496682343338,21.6775775248653,22.3038448018717,22.0512112930829,NA,20.2015734307106,20.2483884516565,20.1766906895569,NA,20.9681891142822,20.7342709060484,21.7408798829432,21.5118718121838,21.5673621525118,21.6771505017367,22.0457618038097,21.9695604082423
"sp|Q6UWM9|UD2A3_HUMAN",3,1,0,2,1,1,0,0,2,2,1,3,0,2,1,2,2,1,0.0201773311652479,0.383657915611905,0.0360779453987314,0.528541390072941,22.2704604283024,NA,21.8142048188757,NA,21.7217946504001,20.5900450503883,20.2709205022493,21.1488028872759,19.7728105478296,20.2557700626826,NA,20.9029728636113,NA,20.467752409366,NA,NA,21.0738808771093,21.9436357741776
"sp|Q6UWP7|LCLT1_HUMAN",3,0,2,0,2,1,1,0,1,4,2,2,0,1,2,0,0,0,0.44797144936433,0.820178826014079,0.528884952778222,0.890074052198208,22.8343797267697,20.955481281015,21.3722505326313,NA,20.6390953634279,21.4423035385053,NA,NA,NA,NA,20.8529161375638,NA,21.1572916520347,21.535627085826,21.2460168469843,NA,21.1881760005575,22.6257188631231
"sp|Q6Y288|B3GLT_HUMAN",0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,NA,0.115554923821066,NA,0.229586304021774,NA,20.7782680136073,NA,NA,21.4508224921267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7867690505329,NA
"sp|Q6Y7W6|GGYF2_HUMAN",1,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0.1039267237939,0.0211543558170061,0.150735747809815,0.0678255041661456,19.3120576545937,NA,NA,NA,NA,NA,NA,19.747002529476,20.9912911558146,21.1618548861414,NA,NA,NA,NA,NA,NA,21.6599655759097,21.4174690983218
"sp|Q6YN16|HSDL2_HUMAN",3,5,5,5,2,1,1,1,3,5,1,0,1,0,2,7,7,6,7.20088924698565e-06,0.0560001949318889,4.26863524731221e-05,0.13499120058227,22.4742244559086,20.0364383325791,NA,20.1197916928371,NA,21.1118499777109,24.2830335590248,24.2349207351245,24.0325245216829,24.0104763238413,23.9028348158318,23.5149728478848,22.0575114605391,21.2457570018732,20.9403480091263,21.4817602073012,22.5971963801222,23.1992291233793
"sp|Q6ZR08|DYH12_HUMAN",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6531919164233,NA,NA,NA,18.7584186575034,NA,NA
"sp|Q6ZRP7|QSOX2_HUMAN",2,1,0,1,0,3,2,1,3,3,4,1,2,2,2,0,0,0,0.00137292805831791,0.909488339135905,0.00340472360190898,0.95074047831763,22.0678772868405,22.8730854865226,19.3386639141402,21.5183123957831,21.5047666752365,21.3065366613341,NA,NA,NA,17.7778611383606,NA,19.2700366041321,NA,21.3195406917322,21.4645751929299,20.3025673981875,21.9895233284385,21.7849992993156
"sp|Q6ZXV5|TMTC3_HUMAN",0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,0,0,0,NA,0.487647696828871,NA,0.623205858926882,NA,NA,NA,20.0613021604759,19.6580810214518,20.986561504271,NA,NA,NA,NA,NA,NA,NA,19.7651611070976,19.9348642533375,NA,NA,NA
"sp|Q70UQ0|IKIP_HUMAN",9,4,4,3,6,4,6,8,9,8,9,6,10,8,7,0,1,3,5.54659789023202e-06,0.15942512309944,3.41089851567539e-05,0.289179459399818,25.0623496764827,25.253778561042,24.2972758288907,24.9250167366729,24.1153903625075,25.084078470125,NA,19.3632869474831,20.8955017376089,21.9412066271691,22.8313671311184,22.8915983591298,24.1266606038982,23.3697381444406,24.5496943331964,23.7499691121002,24.1493541645948,24.5686250127222
"sp|Q71DI3|H32_HUMAN",0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0.0296786832195356,0.1470738732008,0.050636587817484,0.275710734545805,NA,NA,NA,22.7614398821105,NA,NA,NA,NA,24.3304487354108,NA,27.2256442394584,25.3521321083395,NA,NA,NA,NA,24.5984817591478,24.5645771084722
"sp|Q71RC2|LARP4_HUMAN",2,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0.15840552861786,0.0122637253066887,0.21805614608902,0.0448220855891852,20.0009956345183,NA,17.561810580556,NA,NA,NA,17.1373726974391,17.4224100364785,17.0625702541778,17.2863018166603,19.4253818455238,17.6172001484401,NA,NA,NA,NA,16.6393914661508,15.4751727457471
"sp|Q71U36|TBA1A_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|Q6PEY2|TBA3E_HUMAN",2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,3,3,1,0.0894379763511171,0.0933280674568102,0.132346750612523,0.197867623536679,20.4733658962192,NA,NA,NA,NA,NA,19.7526157538746,19.4597909591583,NA,NA,19.2633199685443,NA,19.6785225518187,NA,NA,NA,19.3123934332032,19.5270668179861
"sp|Q71UM5|RS27L_HUMAN;sp|P42677|RS27_HUMAN",1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,2,2,2,0.000119552166158027,0.542782090494842,0.000426755833627388,0.674689159441241,21.595022140279,19.0566659153596,21.5098177271639,NA,NA,NA,23.6817846574412,23.8865166627906,23.457544484044,23.1437297992515,23.4168628978497,23.4813224584429,NA,NA,NA,NA,20.4668592120846,20.1703340939763
"sp|Q7KZ85|SPT6H_HUMAN",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0541194143546236,NA,0.0862937996252238,NA,NA,21.3507488739698,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0687566013861,NA,NA,NA,NA,NA,NA
"sp|Q7KZF4|SND1_HUMAN",22,17,19,23,12,12,13,8,16,16,0,17,1,3,9,24,21,18,0.00777382236876535,0.0947319313842327,0.0156109108402266,0.199978290497534,26.3800847185605,NA,26.0340185423877,21.0938519182071,22.1765521326287,23.8955772955062,26.3882135104241,26.1732195276661,25.6978817248825,25.6357567651866,25.961763768374,26.293700485681,24.7462255200146,24.8816890764325,25.3824821133229,24.8527114077464,25.4876959666808,25.5930892723598
"sp|Q7L014|DDX46_HUMAN",3,4,1,4,2,2,3,2,2,4,0,2,0,0,0,2,3,5,0.821065529223545,0.843083352085609,0.863036930078423,0.90847100480512,21.805631354973,NA,20.9492924419088,NA,NA,NA,21.3138680707114,21.9423830072725,21.8284467814917,21.7207017077012,20.0971779738114,22.1692529289487,20.4199272111514,20.7481337500912,21.1475368794692,NA,21.4628499831642,22.5058363769083
"sp|Q7L0Y3|TM10C_HUMAN",1,3,4,4,0,0,0,0,0,2,0,0,0,0,0,4,3,3,0.00022656687781696,0.0314120583333542,0.000722525067545523,0.0895271543928783,18.8767567804981,NA,NA,NA,NA,NA,22.5096957260729,21.9066744064659,22.2166832032643,21.8609945852118,21.3704399131166,22.1494679664894,NA,NA,NA,NA,NA,20.6268034309907
"sp|Q7L1Q6|BZW1_HUMAN",5,7,4,5,4,3,4,4,5,4,0,3,2,1,1,6,6,6,0.00546031589125978,0.0389345795327171,0.0114666633716455,0.104340412181386,24.1185268948817,NA,23.6196803118105,21.525914789438,19.2437674728864,21.8264665763003,23.9400239041143,24.0988874929525,24.0947235927741,24.1988519604379,23.5650108146334,23.7136537384436,23.3320236753337,23.1072416034823,23.7116063277147,23.0798122724214,23.7466395885541,23.3290902228723
"sp|Q7L2E3|DHX30_HUMAN",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.37262847924,21.0133415579138,NA,19.9232428041225,20.0144982468641,19.8088427868835,NA,NA,NA,NA,17.9953032425009,NA
"sp|Q7L2H7|EIF3M_HUMAN",3,3,2,1,1,2,1,0,2,4,1,1,2,1,1,5,4,3,0.157790585677496,0.163850199056489,0.217495828341076,0.294749807118147,22.117373229553,22.6563912569907,20.5879403123806,22.2054436093331,21.2231661472286,21.2601751965969,22.9660962074886,23.2647095816655,22.2696632316284,22.5155636633694,21.8565620708686,20.9617865118847,21.5390819085398,22.4697267156266,21.7061898572091,NA,22.6186120548715,23.2986977986779
