"","protein_group","number_of_peptides_SARS.Covid19.Negative_1","number_of_peptides_SARS.Covid19.Negative_2","number_of_peptides_SARS.Covid19.Negative_3","number_of_peptides_SARS.Covid19.Negative_4","number_of_peptides_SARS.Covid19.Negative_5","number_of_peptides_SARS.Covid19.Negative_6","number_of_peptides_SARS.Covid19.Negative_7","number_of_peptides_SARS.Covid19.Negative_8","number_of_peptides_SARS.Covid19.Negative_9","number_of_peptides_SARS.Covid19.Negative_10","number_of_peptides_SARS.Covid19.Positive_1","number_of_peptides_SARS.Covid19.Positive_2","number_of_peptides_SARS.Covid19.Positive_3","number_of_peptides_SARS.Covid19.Positive_4","number_of_peptides_SARS.Covid19.Positive_5","number_of_peptides_SARS.Covid19.Positive_6","number_of_peptides_SARS.Covid19.Positive_7","number_of_peptides_SARS.Covid19.Positive_8","number_of_peptides_SARS.Covid19.Positive_9","number_of_peptides_SARS.Covid19.Positive_10","abundance_SARS.Covid19.Negative_1","abundance_SARS.Covid19.Positive_1","abundance_SARS.Covid19.Negative_2","abundance_SARS.Covid19.Positive_2","abundance_SARS.Covid19.Negative_3","abundance_SARS.Covid19.Positive_3","abundance_SARS.Covid19.Negative_4","abundance_SARS.Covid19.Positive_4","abundance_SARS.Covid19.Negative_5","abundance_SARS.Covid19.Positive_5","abundance_SARS.Covid19.Negative_6","abundance_SARS.Covid19.Positive_6","abundance_SARS.Covid19.Negative_7","abundance_SARS.Covid19.Positive_7","abundance_SARS.Covid19.Negative_8","abundance_SARS.Covid19.Positive_8","abundance_SARS.Covid19.Negative_9","abundance_SARS.Covid19.Positive_9","abundance_SARS.Covid19.Negative_10","abundance_SARS.Covid19.Positive_10","log_ratios_SARS.Covid19.Positive..vs.SARS.Covid19.Negative.","differential_abundance_qvalue_SARS.Covid19.Positive..vs.SARS.Covid19.Negative."
"162","sp|P05141|ADT2_HUMAN",3,6,7,7,5,3,7,7,7,7,15,13,10,9,9,8,9,8,11,9,24.3747438063974,25.7444155663794,24.0928787357193,25.7329948339809,25.5962164909775,25.0735546905189,25.2677671070842,25.1279703987444,23.6955678320072,25.1642316282855,23.6409876962461,24.8292527732198,24.8983067947416,25.1642316282855,24.6567929674474,24.8292527732198,25.2059498164695,24.7123923401442,25.0428491592147,24.721632428726,0.462786865519949,0.0788934305864231
"163","sp|Q6P5S2|LEG1H_HUMAN",1,1,5,3,4,5,5,6,11,10,3,3,3,5,NA,2,NA,2,1,2,22.2706442249634,22.2409812567311,22.151323498745,22.0337368738023,23.1693202601502,21.7608108925933,22.8652508218072,22.0611285571286,23.4305372862754,21.1132485597055,23.1220154477032,20.7315304472654,23.0668496153775,21.1132485597055,22.8943226458083,20.7315304472654,25.6987863618043,21.3990277884757,25.3432488914082,20.896265321537,-1.99307903498329,0.00121967665199425
"164","sp|Q9Y3Z3|SAMH1_HUMAN",3,2,10,9,1,1,2,3,1,3,11,13,3,3,1,2,1,2,6,8,23.2201122925708,23.9965926146734,22.7925875646695,23.7142779090063,24.1491850385453,21.6789152549683,23.6920933547636,21.8107655782991,21.7464101683695,22.0116493804057,21.3898682776659,21.8411318291062,22.420593392971,22.0116493804057,22.207337450738,21.8411318291062,22.7596426845747,22.6456582125457,22.6395898913944,22.4633723267495,-0.30022758009966,0.844011991986889
"165","sp|P15559|NQO1_HUMAN",8,8,13,13,7,6,3,4,8,7,10,10,5,4,8,4,8,4,7,6,25.9832534530999,24.5267409973367,25.5836176577028,24.2895769563845,26.044434310623,22.9671018679234,25.9418973611306,22.9807778796057,23.3285338679115,23.5693226605833,22.5031861657015,23.0418654899546,21.9134360147277,23.5693226605833,21.83584147397,23.0418654899546,24.9304157561942,22.9123405315598,24.7188488992281,22.7213306799742,-0.91632197464292,0.0568641548092604
"166","sp|Q99623|PHB2_HUMAN",3,3,8,8,4,2,4,4,4,3,11,15,10,9,9,8,9,8,9,10,22.812485906182,24.2472092799675,22.4574184554469,24.195793758967,23.9922103800208,23.1454484999428,23.7942537287297,23.0708926742415,22.4811051686426,23.1166384001942,22.2029649609206,23.0074643100566,23.0244834785518,23.1166384001942,22.7030929007826,23.0074643100566,23.3645736612199,22.8254232123195,23.1695380268017,22.3231764238747,0.2054022602516,0.326466193143932
"167","sp|Q04828|AK1C1_HUMAN",8,9,9,6,2,4,4,8,9,9,7,8,9,5,5,3,5,3,9,9,26.0395078004929,24.3946300288803,25.5250159271792,24.2127567050283,25.1210896955535,23.0197668278443,24.9008359515166,22.6299290871095,23.6727696438732,22.8232646026163,23.6820643489616,22.2746161703754,24.3243427732127,22.8232646026163,23.9936917494913,22.2746161703754,25.1192682332375,23.93988567096,24.7726987632739,23.2342337378146,-1.5524321283172,0.00217096002303887
"168","sp|P43353|AL3B1_HUMAN",6,7,10,14,5,4,4,3,6,4,9,8,12,12,7,10,7,10,7,4,25.9737451806239,24.7574309078708,26.0482724991496,24.4560828915033,26.0531504899544,23.8268718693445,25.8290307075023,23.9467675385992,24.2758927449077,23.9927806233367,23.8403463217496,23.979976622878,23.1980786856527,23.9927806233367,23.0073306785685,23.979976622878,25.4736548476621,23.7666522411491,25.2221180092054,23.2153939118721,-0.900690631220781,0.0248220990789866
"169","sp|O75083|WDR1_HUMAN",2,3,13,9,5,3,5,3,NA,2,9,8,4,3,3,2,3,2,6,5,23.3542710423997,23.7904286440733,23.1782966287837,23.411140229625,24.663449198402,22.4334991025302,24.354892195791,22.1756430466848,22.5292944733795,22.0941924025079,22.2776995896151,22.03067286066,23.1759580563573,22.0941924025079,23.1594313019768,22.03067286066,23.0403280198941,23.1523927019243,23.0429948989794,22.7578137918542,-0.680596736255099,0.159095018880154
"170","sp|P08670|VIME_HUMAN",4,2,4,5,1,2,2,NA,3,2,10,14,12,10,5,6,5,6,6,6,23.4776698381183,26.8451546368148,23.133144564717,26.2505307548185,23.9435198982925,25.2456854356232,23.5671254034753,25.6628506668834,25.6136207619086,25.4869009233303,23.3448999750082,25.5298154907224,25.2983253802614,25.4869009233303,24.7547291165574,25.5298154907224,26.4667110407783,25.1548570381577,26.2736731134721,24.5253859123851,0.984447818019901,0.0815098012928125
"171","sp|Q01518|CAP1_HUMAN",2,3,4,2,2,1,4,3,2,1,10,8,6,5,3,3,3,3,7,8,23.0302513821128,23.7649024603033,22.7844867815666,23.9210036258576,23.5048117153405,22.6154830393569,23.1893508833145,22.3618452771112,21.6712958304544,22.0275864661835,21.3243232685244,22.0825562794048,22.4455865223454,22.0275864661835,22.2799412280247,22.0825562794048,22.5142530604068,22.8160910813989,22.0957002739919,22.8919091067928,0.175151913591529,0.409944111542691
"172","sp|Q9BW30|TPPP3_HUMAN",8,10,12,13,4,4,4,3,5,4,9,8,5,7,4,4,4,4,4,3,25.9576784482337,25.3707887597415,25.6600235386419,25.4865684384475,26.5555350167631,24.0918229059261,26.2091598683,24.1542578461468,23.6375756562663,24.3849258694528,23.2314557310992,24.0314540299705,23.2091772745207,24.3849258694528,23.024103486386,24.0314540299705,24.7145374327757,24.3023430059371,24.6227517325301,23.9268776023958,-0.26565798280753,0.507716630794496
"173","sp|P18669|PGAM1_HUMAN",5,5,8,8,6,4,6,5,3,5,9,9,5,6,5,6,5,6,7,7,24.1732539522515,24.4664618728208,23.9138808030021,24.3257245996967,24.3026976260048,23.919979595197,24.1401376428632,23.1454044958232,22.2833301663138,22.934828979904,21.868237599542,23.0865400717319,23.9547981906717,22.934828979904,24.2147640714749,23.0865400717319,23.7216868682026,23.758719735733,22.7813586128353,23.476561554446,-0.0218555576173397,0.975824175824176
"174","sp|P40925|MDHC_HUMAN",5,3,10,11,2,3,6,5,5,3,7,8,10,10,8,8,8,8,9,11,24.4877156720719,25.6828569240417,24.4507390591841,25.2314202799578,25.4235454115212,24.4631001247035,25.248829796186,24.2587082089428,23.541950201933,24.2232108756902,23.291329372523,24.1138052655385,24.1364648750611,24.2232108756902,23.7454324470394,24.1138052655385,24.4217679667953,24.7241991726812,24.012668182174,24.2975547101515,0.25714287184469,0.220048037356978
"175","sp|Q9NP55|BPIA1_HUMAN",NA,1,3,4,6,6,9,10,9,8,4,6,6,5,2,2,2,2,8,8,22.6797574464641,23.4176944189666,22.2692124482781,23.5116878775215,25.2137479836706,22.7728222741226,24.557270399778,22.8468089347011,26.7040452570955,20.4410956858697,25.779547842832,20.7028369056546,26.9446289624971,20.4410956858697,26.3771181026582,20.7028369056546,30.7297700872586,25.0329127293692,30.3217117932915,24.7959586830159,-3.69110602230782,0.00268530682831989
"176","sp|P00367|DHE3_HUMAN",2,3,6,6,5,4,6,7,3,4,11,10,12,11,9,8,9,8,8,10,23.3110550694847,23.8937264661581,23.2465565044453,23.9573021448975,24.1185815223188,23.0373125122522,23.6685300157362,23.0688000866299,22.0627067704913,23.3611763660413,21.3022059037198,23.2372184233595,23.667732343282,23.3611763660413,23.3313682950566,23.2372184233595,23.19783249746,22.977295036055,22.7725709128721,22.7474512554106,0.21995372453381,0.357335831287827
"177","sp|P09525|ANXA4_HUMAN",3,4,5,7,1,2,2,3,2,4,8,9,9,10,9,9,9,9,8,4,22.7594465197186,23.5126962236201,22.3840057311198,23.5516262465954,23.4354320792047,22.5434346220819,23.1908169484625,22.5345951032198,21.3386437687367,23.0487153501983,21.2146400267388,22.9125844908234,21.8992461812951,23.0487153501983,21.7221482697739,22.9125844908234,22.775842832006,22.3519202646439,22.6491896137698,22.0864935857108,0.51339537570894,0.0744730005209888
"178","sp|P30086|PEBP1_HUMAN",3,3,8,7,5,4,7,8,5,7,9,9,10,9,9,7,9,7,10,10,24.2302022532997,25.3848601459285,24.3020959893794,24.8868490996398,26.1496947195573,24.037864118596,25.7279062286074,24.1689803928589,23.7331738328832,24.370879997894,23.4125306963099,24.1145122043682,24.2093310947275,24.370879997894,23.9805979145352,24.1145122043682,24.0442415157721,24.4773336127978,23.7522166760545,24.3023300354816,0.0687010888700804,0.448290801212288
"179","sp|Q00796|DHSO_HUMAN",2,1,5,5,4,3,5,9,2,3,15,14,6,6,2,2,2,2,7,6,22.7653779706004,25.2993810433052,22.659219296364,24.8072157568122,24.1584619206167,22.5323329748867,23.5816620502747,22.5402978702892,22.8899106213999,21.4995203869772,22.5656081176279,21.1935825087195,24.0332337714523,21.4995203869772,23.6768633499113,21.1935825087195,22.6766282701228,22.8387877734359,22.3151704354533,22.3396979367284,-0.55782166569723,0.583694595550765
"180","sp|P00390|GSHR_HUMAN",5,7,10,10,3,3,5,4,4,4,8,6,5,6,6,5,6,5,9,7,24.2691119794358,24.1635351307233,23.9278981062077,24.2300176496126,25.0379761902167,23.2014305783102,24.7079889678505,23.1466342397728,22.8443976583091,23.4722040682582,22.2684833194907,23.3508054070806,23.1388711067854,23.4722040682582,22.7737828215165,23.3508054070806,23.3701404835337,23.3700594451556,23.1089163445318,23.0915588680503,-0.0598312115575492,1
"181","sp|P50995|ANX11_HUMAN",7,3,7,7,5,3,5,8,4,7,10,8,8,7,8,8,8,8,8,7,23.6109463112636,23.4831574273704,22.8910776064829,23.141844426545,23.531387529167,22.3154723027612,23.330663492305,21.9868381615281,22.61375473651,22.6991177567243,21.4762983818962,22.6990873537763,22.9799106161667,22.6991177567243,22.6825509190701,22.6990873537763,23.060379624141,22.2650804650525,23.0589822917945,22.2503393362065,-0.29968091683321,0.486787401303441
"182","sp|P84243|H33_HUMAN",9,9,6,5,5,3,4,3,2,NA,6,4,4,4,5,5,5,5,4,5,27.0334107342648,27.9800858717363,26.6673261943005,28.1972966455411,27.6830799581974,27.0561025053156,26.9905891811042,26.9025383338609,25.2669343399278,27.0733096821154,24.7382088712279,26.8699771685727,26.3757714027094,27.0733096821154,26.4341512259867,26.8699771685727,25.5988427346012,26.725632739143,24.9652118128346,26.3200000510906,0.93147033929092,0.00582791744954073
"183","sp|P12236|ADT3_HUMAN",3,6,5,4,4,3,5,5,6,6,14,11,8,8,8,8,8,8,9,7,24.1229211801733,25.6392852797895,23.8517911624049,25.6149591623164,25.3923710148532,24.8452158097603,24.9905586271878,24.9427604838779,23.4465176955597,24.9765899060729,23.4681254541967,24.6224146100884,24.689121418183,24.9765899060729,24.4634530294008,24.6224146100884,24.9375078050309,24.4287414814818,24.7559533498256,24.5164326027486,0.50670831154812,0.0805860805860806
"184","sp|Q13740|CD166_HUMAN",4,4,7,6,NA,1,4,5,1,2,12,9,7,7,5,6,5,6,6,3,24.0206578534392,23.7090904403396,23.6032029844959,23.4440308702992,23.989536992235,22.677812316944,23.7297468570308,22.6694459831554,21.3901755176694,22.8635746366797,20.9482691056142,22.6552102389949,22.8393099117585,22.8635746366797,22.7381050450844,22.6552102389949,22.62588159909,22.8642878012724,22.4548272766505,22.3088129776996,0.0371336997991495,0.81442231069641
"185","sp|P31946|1433B_HUMAN",4,6,8,9,5,3,4,4,4,4,7,9,7,6,2,5,2,5,6,7,24.4686286414136,25.1470963661367,24.3200309112666,24.4580561025324,26.0099425464548,23.7971646709318,25.6505771669197,23.4059391933424,24.1930017473658,23.6258379104881,23.7851757539853,23.0062469680153,24.661340799798,23.6258379104881,24.4473546829221,23.0062469680153,23.9683057396149,24.5088034135931,23.8174656981631,24.3298159058918,-0.641077827846889,0.218718277826055
"186","sp|P27797|CALR_HUMAN",3,NA,4,5,3,4,3,2,3,2,11,11,8,8,9,8,9,8,5,5,23.2763467983155,24.8775281018736,23.293205143479,24.9048684058273,23.7106256887242,23.5713588294905,23.6054070601059,23.3942689080021,22.8516890025869,23.8056231479623,22.1059342376954,23.9225424840581,23.1561188844108,23.8056231479623,23.1033785823771,23.9225424840581,23.4056491842703,23.6379130126967,23.0790989824722,22.987644203922,0.72424591614157,0.0118585067572305
"187","sp|Q99497|PARK7_HUMAN",2,2,7,10,3,5,4,3,7,5,8,6,7,8,4,5,4,5,5,4,24.2426839301936,24.7735308227248,24.0745161792779,24.4060069489228,25.7306189784153,23.3895651733317,25.4265671564982,23.385531464983,22.9730334066935,23.345880571284,22.8659903349142,23.2342062503145,23.523549154509,23.345880571284,23.3426777669634,23.2342062503145,23.3322634654255,23.1853488262284,23.1291482548735,22.9857887034898,-0.33551030448866,0.78486385475389
"188","sp|P21980|TGM2_HUMAN",NA,1,2,3,1,NA,3,2,1,1,12,12,1,2,3,4,3,4,4,7,21.0114963445125,23.8117271649255,20.9318458142431,23.7737529461154,22.7108273440112,21.7684093930645,22.3403620720849,21.755571805319,20.6350593553091,22.5208102431643,20.2742587033302,22.3037452191717,22.9621573179305,22.5208102431643,22.5845176850197,22.3037452191717,22.2815136677484,22.4430643135439,22.247758345011,22.0554222907035,0.727726218914319,0.0898520759147937
"189","sp|P49748|ACADV_HUMAN",2,2,2,4,2,1,5,3,1,4,6,11,6,2,8,8,8,8,6,4,21.6334746518817,22.7840088395453,21.7248828880044,22.6808489217756,22.8599987783426,21.683244372924,22.6305516511072,21.6637632982205,22.112453983702,22.3662511013152,21.8218756552911,22.2747287669473,22.5597221506255,22.3662511013152,22.1823326680364,22.2747287669473,22.6113425264363,22.3839263904562,22.2802774638904,22.0381609469904,0.00990000891194001,0.54615045415891
"190","sp|P62701|RS4X_HUMAN",2,1,4,2,1,NA,1,NA,NA,2,10,7,8,6,4,3,4,3,10,11,22.4628240029747,24.0092374764778,22.2358074008847,23.6202067346619,23.3158205327257,22.7241562800551,22.9801656452057,22.8072984123656,21.8780239625578,22.8243340644379,21.0322278810317,22.6369828807364,22.3311417839804,22.8243340644379,21.9689011484087,22.6369828807364,22.4937664143431,23.3012875548566,22.3463583095409,22.8337539893534,0.71735372564656,0.00842431910926401
"191","sp|P02647|APOA1_HUMAN",1,1,9,8,2,3,9,9,7,5,5,7,NA,NA,NA,NA,NA,NA,4,3,22.6150282225758,22.946291184972,22.6124127428908,22.5316433412234,23.4929112041023,20.6465233338659,22.9637849292908,20.5369319310544,21.4277783037202,20.1721079110029,21.5434430002989,19.2957595418441,23.9682454380257,20.1721079110029,23.5227625387127,19.2957595418441,23.7661619824695,21.3361542963386,23.6831911410214,21.0682283616314,-2.15942121483284,0.000695033358612075
"192","sp|P12532|KCRU_HUMAN",2,3,3,3,4,5,4,2,2,NA,5,4,8,8,8,8,8,8,6,7,22.7103021827555,22.4491981519095,22.5321724307762,22.1950315121573,23.331491583061,22.4225690053843,22.9948173781903,22.1078102678857,21.7362985944729,22.9424566956386,21.249250629842,22.3298451884843,23.8188491460352,22.9424566956386,23.6420287697617,22.3298451884843,25.2861929459293,21.8817149073844,21.7841061184733,21.3684846140817,-0.61160975522487,0.366685148656967
"193","sp|P32119|PRDX2_HUMAN",4,5,7,7,6,5,7,6,4,4,9,10,7,5,9,7,9,7,6,6,26.9243813133494,25.7816249551813,26.267277764586,25.4496632791962,27.2873826635164,24.9806931724513,26.5939492101851,25.1091223738639,25.4798315669387,25.0519288048302,25.0968935053361,24.8398184087672,25.7473266801754,25.0519288048302,25.5757070380472,24.8398184087672,26.3857133968443,25.1377221127734,26.1321085471431,24.6490390389706,-1.05992123264902,0.0016455281682437
"194","sp|Q9Y265|RUVB1_HUMAN",4,5,9,9,5,3,2,2,4,4,7,7,4,4,4,5,4,5,7,10,23.700637828552,22.7489552463796,23.5716524353828,22.5483261752678,24.0896974507406,21.7146185505806,23.9521250852252,21.6207309469392,22.4900861427282,22.0828836758586,22.3304878874723,21.8847519384279,22.3713806410212,22.0828836758586,22.1622084452818,21.8847519384279,22.9939014361197,22.6470502628982,22.8904725694005,22.3726853527311,-0.89650121585548,0.0307788114027011
"195","sp|P16401|H15_HUMAN",9,7,2,2,NA,NA,NA,NA,NA,1,5,2,3,3,5,5,5,5,3,2,24.7317263061454,24.4760059803303,24.5042170814193,23.4203987156569,23.8036075202946,23.6444814657255,23.4970384070996,23.4813445522025,20.4037204526815,23.7080000225352,20.2202841432885,23.6149796000058,20.9776567292245,23.7080000225352,20.3737833035626,23.6149796000058,21.7619540182292,24.2069860111481,21.9129602170312,23.711422897949,1.53996506891179,0.0297072668110409
"196","sp|P36578|RL4_HUMAN",2,1,4,3,2,2,1,2,4,3,8,9,6,4,6,4,6,4,6,9,22.6875913996767,23.8326868551608,22.3378118816683,23.5838403936061,22.8558460722937,23.523841767126,22.4939339761472,22.6843837286551,21.0418347499222,22.8144557313761,22.1950448831083,22.6370893793471,22.3071325595982,22.8144557313761,21.772592658307,22.6370893793471,22.3739583620206,22.9100002653834,22.3173369782333,22.7374599595762,0.77922196699785,0.0115122972265829
"197","sp|P35237|SPB6_HUMAN",2,1,7,3,NA,NA,2,NA,NA,NA,9,11,8,8,7,6,7,6,3,7,23.1065508003686,23.8358075568434,22.7763669644928,23.8387814270095,24.5318417725451,23.062856280878,23.7112674410069,23.038023931088,22.2716231710414,23.023432379068,21.9089728798341,22.954380930271,22.3776854201988,23.023432379068,22.0646242020083,22.954380930271,22.8473748258626,22.6864148205064,23.2706640413482,22.6010437255389,0.21515828418354,0.322256188582726
"198","sp|P22626|ROA2_HUMAN",3,4,9,9,3,4,4,4,5,5,9,7,4,4,2,2,2,2,4,5,23.3048079243377,23.4085356415723,23.1822583995975,22.8518519593106,24.2354774377414,22.0073890262336,23.8709358358756,21.9760630617913,22.2984796327025,21.0178108836161,22.0118796713877,20.6945600225267,23.0991699232838,21.0178108836161,22.7749018483494,20.6945600225267,22.785607017814,22.2732798369199,22.488131395707,21.7897547110499,-1.23200330376334,0.0135832923499916
"199","sp|Q96DA0|ZG16B_HUMAN",7,4,8,8,5,4,8,8,6,6,6,3,7,7,7,7,7,7,6,6,24.8724381686972,24.91043705565,24.7871708390421,24.2136794676119,25.7063630070729,24.4778138401319,25.3657349271949,24.6526419397128,25.5198140316491,24.256321722966,25.1140492136731,24.0591937606913,25.7273183766907,24.256321722966,25.4894906745091,24.0591937606913,27.6531493600088,23.6410014821756,27.859315627185,23.3784877571562,-1.61897517159699,0.000316440734003678
"200","sp|P01860|IGHG3_HUMAN",6,7,5,8,5,3,10,7,7,6,9,8,6,7,6,6,6,6,11,11,27.2844475492881,25.666441062658,26.3791189381314,26.0415842944912,26.6779028362607,24.3902451986313,26.2932528626434,24.4695783515771,25.7649098486591,23.8635109289314,24.4090465736354,23.6568803429364,26.6975135767909,23.8635109289314,26.5129043890951,23.6568803429364,26.0503336017545,26.2984132068826,25.6613533051862,25.6465551945373,-1.41771836289317,0.0136881960940306
"201","sp|Q14697|GANAB_HUMAN",1,2,7,3,3,3,2,3,4,2,7,11,5,7,3,5,3,5,2,3,23.1063602197289,23.1945100986752,22.6815809387676,23.0195861474486,23.4810329638482,21.999535142002,23.1543765300324,21.9850268061583,21.9470766648741,21.9784420798483,21.9469067205309,22.0212221337085,22.3596322827587,21.9784420798483,22.1066709187337,22.0212221337085,22.0433103676277,21.6992552505578,21.6959261904947,21.5636338624766,-0.30619980629648,0.608726817239091
"202","sp|P17931|LEG3_HUMAN",2,5,6,8,3,4,6,5,4,5,11,10,8,8,9,7,9,7,9,9,25.1552665025312,26.0991071438024,24.5509485935966,25.4836809826873,26.0514622120071,24.4762061550733,25.4961591630577,24.4076987679129,23.7786276197057,25.4814544360368,23.3612694190709,25.1901550292759,24.4489659729813,25.4814544360368,23.8931244838416,25.1901550292759,24.2421204247993,24.3176610237427,23.9294733374254,23.8012278975589,0.50213831723861,0.152316547920944
"203","sp|P23528|COF1_HUMAN",1,2,10,9,3,2,5,4,3,3,8,5,3,3,1,2,1,2,3,2,23.1381395942405,23.7103135350702,22.8734780950069,23.1090654476481,24.291915988573,21.4890292687346,23.9923033181718,21.6505748662141,22.6645075058297,20.7160166441203,21.7489843093909,20.5804007370131,23.3038573763865,20.7160166441203,22.9550891898661,20.5804007370131,23.0563119157355,21.9766784375894,23.025055391976,21.3789833871289,-1.51421629805248,0.00458054841751308
"204","sp|O00299|CLIC1_HUMAN",4,5,7,7,5,5,3,5,3,3,4,6,4,5,5,6,5,6,5,7,24.4970100134405,24.7666496128604,24.1145322205189,24.665715740428,25.5595719773573,23.086977161435,25.2189943203764,23.0723905707354,23.9178547083333,23.239801864702,23.6844331710093,22.9583975707873,24.3401504189256,23.239801864702,24.4775821454596,22.9583975707873,23.738142369742,23.9721845299731,23.6729668440524,23.6066879328561,-0.76542337699487,0.0868137493819022
"205","sp|P49189|AL9A1_HUMAN",7,6,7,8,4,2,5,3,3,3,6,7,8,9,7,5,7,5,6,8,23.7110370608282,23.3977769795209,23.2372893321984,23.3548876235296,24.043550511532,23.1918151304626,23.5465204125955,23.1760197104242,22.6805262873695,22.9489729735174,22.3513258710303,22.9238189143122,23.3721189885949,22.9489729735174,22.6712675354343,22.9238189143122,23.4868193126901,22.591924159784,23.3987941759888,22.4206542965179,-0.26205878123636,0.504067345811584
"206","sp|P05109|S10A8_HUMAN",6,8,4,3,2,2,3,3,7,4,5,3,5,4,9,6,9,6,4,3,25.7790072252416,23.8734215822455,25.5585255814668,23.7252777319608,24.6341239459004,24.206144532378,24.3269941911882,24.2648129568937,23.1616264449429,25.1066948773176,23.0217148720704,24.9869519248644,25.3967990380724,25.1066948773176,24.8931166125231,24.9869519248644,26.585378638714,25.0137993788251,26.0952104369049,25.1700032705345,-0.301174392982309,0.160500029119312
"207","sp|P13010|XRCC5_HUMAN",1,1,3,3,3,1,1,2,1,1,8,6,4,4,2,1,2,1,7,5,22.5505056116116,22.5977346713964,22.2583840178723,22.6916863407735,22.9472483730772,21.4430473617236,22.4287638406311,21.4183575847704,22.2190037770703,21.3101295762937,21.5655847605127,21.322421806987,22.0703794347602,21.3101295762937,21.6339233587652,21.322421806987,22.2697233896043,21.7953930661203,22.137385507555,21.2989318063737,-0.557064847374059,0.126085466227154
"208","sp|P61978|HNRPK_HUMAN",4,3,7,5,3,4,4,2,3,4,9,9,5,7,5,6,5,6,8,8,23.6218791629881,24.3463014925485,23.0494708598626,24.2216893323781,24.064410731621,22.6732950556954,23.6802173190279,22.5457898165058,21.4152222398128,22.6595172242167,21.3493465683524,22.2994256239081,22.7690356432797,22.6595172242167,22.6119338882228,22.2994256239081,23.3163588800502,23.1729165360671,23.3920264970781,22.9527116582312,0.0560687797380101,0.686731399245884
"209","sp|Q9Y6N5|SQOR_HUMAN",2,3,6,5,4,3,4,1,3,3,11,10,5,8,5,7,5,7,8,7,23.3317352577357,23.6567532594838,23.2221569333004,23.4240084987495,23.1858220030071,22.4018304046288,22.9587084628091,22.6074858694035,21.6643383373196,22.990633236462,21.0249833869766,22.9128529810658,23.0021538499838,22.990633236462,22.853542192545,22.9128529810658,22.4231283519673,22.7679768956331,22.278513123076,22.0845978834198,0.28045433476535,0.282317172692498
"210","sp|P23526|SAHH_HUMAN",NA,3,10,9,4,5,1,2,3,6,10,11,9,9,6,5,6,5,6,9,22.5774073903741,24.398491375658,22.7351191424135,24.1178608846464,24.1285686502134,22.9589521383242,23.8622308847943,22.7854089637846,21.829747119374,22.7430410384381,21.9199262384532,22.4990884629327,22.356060471475,22.7430410384381,22.0608494428349,22.4990884629327,22.6030440224365,22.8714308649328,22.4090882796743,22.4235751602404,0.355793674828481,0.188639545752619
"211","sp|P00338|LDHA_HUMAN",4,5,5,4,5,5,8,7,3,4,7,7,6,7,5,5,5,5,8,6,25.3795482532029,26.052199200303,24.8194656760343,26.1315566629772,25.4781668682997,24.7632644491082,25.0608487833161,24.4599432232053,23.9367956209268,24.7200919415145,23.9728236440659,24.345108901677,25.3622689254424,24.7200919415145,25.2391366940096,24.345108901677,24.2952379841622,25.0038742061091,23.9756680865089,24.5722184157487,0.15934973078657,0.450989010989011
"212","sp|P68431|H31_HUMAN; sp|Q16695|H31T_HUMAN; sp|Q71DI3|H32_HUMAN",9,9,6,5,5,3,6,3,2,NA,5,3,3,3,5,4,5,4,3,3,27.0348092034602,27.9737449179122,26.6728996393604,28.1918045904251,27.6857152978852,27.0295701552847,26.9951810901662,26.871240113167,25.2726230936262,27.0680462673774,24.7429468081505,26.8640407330072,26.3869480052017,27.0680462673774,26.4409056561764,26.8640407330072,25.5943954563673,26.7232466978338,24.9552937413613,26.3181455761047,0.919020805974131,0.00650818877021683
"213","sp|P0DOY2|IGLC2_HUMAN; sp|P0DOY3|IGLC3_HUMAN",5,5,5,4,2,2,10,9,6,4,7,4,6,4,5,5,5,5,5,3,27.0009569379966,25.7227948178303,26.8301477561332,25.8507628492424,26.9168560406669,24.7579719408889,26.6593962528915,24.7449288682141,26.3751809226163,25.8322686669776,25.988079180792,25.4495845720134,28.5964908641194,25.8322686669776,28.4767811783902,25.4495845720134,27.3870308623078,26.1853462550134,27.0816106999596,25.5746363705683,-1.59123831161341,1.12421044672099e-06
"214","sp|P30085|KCY_HUMAN",4,3,9,8,4,2,2,5,1,2,4,6,3,2,1,1,1,1,2,3,23.7045651021133,23.4566009483711,23.1097809281792,23.3064909116572,23.9976889388841,21.1104673793588,23.6896981690971,21.0931958983231,22.1362375200912,20.3874419262642,21.5068357545695,20.0478398272975,23.1690980247573,20.3874419262642,22.991896420935,20.0478398272975,22.5799301207622,21.3498373302625,22.4493445200712,21.0888131429796,-1.70591063813844,0.00444371871261273
"215","sp|P07737|PROF1_HUMAN",4,5,8,8,3,2,4,5,2,2,8,11,7,6,4,3,4,3,8,8,24.3064357013075,24.7541828891869,23.8882857170178,24.1550281901757,24.847114423035,22.8472366958549,24.7184540685063,23.2078624394276,23.1134790893226,22.1047737335034,22.4977837540023,22.0549108016654,23.9032338792993,22.1047737335034,23.5718867448673,22.0549108016654,23.7681233311816,24.7232166949713,23.7063368671802,24.22113910633,-0.60930984894359,0.39805007819113
