"protein_group","number_of_peptides_control_1","number_of_peptides_cystitis_1","number_of_peptides_cystitis_2","number_of_peptides_cystitis_3","number_of_peptides_high grade_1","number_of_peptides_high grade_2","number_of_peptides_cystitis_4","number_of_peptides_high grade_3","number_of_peptides_high grade_4","number_of_peptides_control_2","number_of_peptides_high grade_5","number_of_peptides_cystitis_5","number_of_peptides_high grade_6","number_of_peptides_high grade_7","number_of_peptides_cystitis_6","number_of_peptides_high grade_8","number_of_peptides_high grade_9","number_of_peptides_cystitis_7","number_of_peptides_high grade_10","number_of_peptides_control_3","abundance_control_1","abundance_control_2","abundance_control_3","abundance_cystitis_1","abundance_cystitis_2","abundance_cystitis_3","abundance_cystitis_4","abundance_cystitis_5","abundance_cystitis_6","abundance_cystitis_7","abundance_high grade_1","abundance_high grade_2","abundance_high grade_3","abundance_high grade_4","abundance_high grade_5","abundance_high grade_6","abundance_high grade_7","abundance_high grade_8","abundance_high grade_9","abundance_high grade_10","log_fold_change_genotypecystitis.genotypecontrol.","differential_abundance_pvalue_genotypecystitis.genotypecontrol.","differential_abundance_qvalue_genotypecystitis.genotypecontrol.","log_fold_change_genotypehigh.grade.genotypecontrol.","differential_abundance_pvalue_genotypehigh.grade.genotypecontrol.","differential_abundance_qvalue_genotypehigh.grade.genotypecontrol."
"Q8WX93",2,NA,NA,NA,NA,NA,NA,7,2,4,3,1,10,8,6,17,11,NA,NA,4,14.4121332660397,14.9846817078341,14.2595281177651,13.4872499902498,14.1194801491346,15.7375518445355,NA,15.4977471427798,15.7678164051386,14.2935346829896,15.5487244803171,12.1449325849863,15.5092844727332,14.4878799742143,15.7811353221131,16.8419344546632,16.4053855200668,17.174379625041,16.0288835412379,14.0138659777662,-0.0334098581011729,0.808681252332175,1,-0.00614674439027397,0.957468004955057,1
"Q96CT7",1,1,NA,NA,NA,NA,2,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,15.4212221151279,15.077098556143,NA,15.0695706588835,16.7402590463702,NA,16.6474194591174,16.4106952441,15.0883979550937,17.1479019781784,NA,16.100050396238,NA,15.7662882019012,17.4715064915418,15.8592712848552,NA,17.5175339391617,NA,16.6906606569536,-7.58274650212953e-20,0.999999999837199,1,2.36667072422253e-19,0.999999999482555,1
"ALBU_HUMAN,P02768",58,55,65,88,44,58,45,58,55,52,64,85,66,69,78,77,71,65,49,49,14.9969015928192,15.0800984936314,14.9039419283207,15.1930358112592,16.8143100338661,18.5593649002985,14.9094909562178,18.2134039312355,16.8526709519698,17.0047540067023,15.6633462831274,15.6918871051219,15.5705945007317,15.2289539732547,16.3713031585808,17.0644765676624,16.5739956084515,17.149209205428,16.7472913827685,15.8106164946951,0.15092402035291,0.567062913728676,1,0.0311624837431066,0.902070646803669,1
"Q9UKD2",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2274375381726,NA,14.651487793638,NA,NA,NA,NA,NA,13.3921868092735,13.7171832491965,NA,NA,NA,14.9357674946102,13.8645741150907,NA,NA,NA,NA,NA,NA,NA
"P19623",1,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,14.8424711789037,14.7501719151908,15.0788625671216,14.7259372692493,15.3597567570357,14.6081711286373,16.0027582987574,14.4606843109531,15.0962420903498,14.7227688464408,16.1355441573801,16.8757139653298,15.801848336963,15.2786190965207,17.1153728662561,16.775224233054,15.1596889209595,16.2179947794536,15.7154571567839,16.6781150859475,-0.768262997136257,0.134883504564151,0.864916500830791,0.173557437628729,0.715657387879547,1
"Q15847",3,2,4,3,2,5,6,4,NA,4,NA,4,4,2,2,2,3,4,9,4,16.0609607187364,16.1788486306272,16.1336131607752,15.4716237217109,16.9670628132269,15.7390413872846,17.1846967316548,16.6154069278163,14.0607009566749,18.6106826504576,16.9521618956755,16.8006002899934,16.6028943656718,NA,12.6925563801833,17.6383404074762,16.2946111733557,14.9338494557764,14.785219131106,18.912226358228,-1.47158013937191e-08,0.99992578026116,1,-2.80575471858343e-08,0.999852544444535,1
"Q9Y4K1",3,13,15,6,NA,NA,8,NA,NA,5,NA,13,NA,NA,NA,NA,NA,NA,3,3,14.2331299271697,14.2498676404827,14.6222270272752,15.2038488999073,16.9895153637105,16.3280543685857,16.0854349448085,16.5640565913479,14.3278373072256,15.0486884819128,16.2517931734333,14.9874374443657,NA,14.1448391048604,NA,15.5588865471919,14.705206639554,15.1450107179031,NA,15.6337590166824,0.474377248980517,0.115538141449738,0.810069760313394,-0.132109988758749,0.688038730397714,1
"Q9NSD9",5,3,8,4,4,6,8,10,2,6,4,6,6,4,2,NA,5,2,6,5,15.7959798342295,15.9592622712986,15.9419247891518,15.8566148541809,17.4586673684317,17.2780688801611,16.7021002266788,17.5963078602631,15.4190765119874,16.5552627999617,17.8215074465379,16.2388995334647,16.6450735020906,15.3920929024325,16.5305891303929,17.2201406799968,16.6238096137268,15.7281367767224,16.3919222589803,17.1041427903449,-2.64180216936104e-20,0.999999999800716,1,-4.42260331998468e-20,0.999999999650003,1
"P09758",7,7,8,9,5,7,8,8,3,6,1,9,5,6,2,5,9,9,9,6,16.2436182732861,16.0167591963207,16.0591004405906,17.0459377664239,18.484187444382,18.6688617036101,17.2115881304556,18.8970923464325,15.1436505761066,18.52791721943,17.0826396694295,16.0248918243293,17.5922536089362,14.9177140589116,15.4593721618401,16.7718760833822,17.2608398391488,17.4026045079908,16.9230605157217,17.2306991658334,2.09460181362673e-06,0.998696924904221,1,-2.21643028027419e-06,0.998571665492414,1
"O95786",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2571497545889,14.4780349997188,NA,NA,14.8892693590518,NA,14.7413387652366,15.5292279514825,NA,NA,15.2976053754771,15.7870500251289,NA,NA,14.4372794972959,NA,NA,NA,NA,NA,NA,NA,NA
"P22102",5,8,7,NA,3,9,13,10,7,5,3,3,11,3,NA,8,5,9,4,7,14.5915588380544,15.2530716154617,15.8146570403875,14.7634534700693,16.3438362100399,15.3509542695911,16.7483865875636,15.8063887549373,14.3864439510681,16.7125976921869,16.9277884190857,16.188201872965,15.9064943502579,15.3725980303092,16.156950397286,18.047330798378,14.8724855054033,17.0895248744143,15.3882315825948,15.8187364824496,-3.70917925846626e-20,0.999999999783294,1,-2.70699900552101e-21,0.999999999983177,1
"P46926",2,2,4,1,3,2,2,3,2,2,1,3,2,2,NA,2,1,2,4,1,14.1458381123307,13.1993795868044,14.5577220795477,14.9463256064513,17.4165070838705,16.6199229226749,15.5597185568155,17.1796677342829,14.4364909925315,17.3989572275454,16.3374015584747,14.8280581784442,15.6161566279417,15.0225668884413,14.7206060519945,16.422936164827,16.2046415574324,15.9607018797623,15.2188539209151,16.0890967896387,1.02954329332618,0.00246230537234157,0.125908183662357,0.434284254521608,0.161142066524789,0.798135015242432
"P28838",8,5,7,6,7,5,7,9,20,8,10,6,6,7,8,11,7,5,6,5,15.280923582045,15.1921236868799,15.1763321305554,14.6788778801681,16.0381248742787,15.901711904849,14.6181044404569,15.9107756070191,15.5509274778891,15.8919230448047,16.9401847625791,14.524918116129,15.8789042908689,17.2509742133051,16.8435968428496,16.2696281413896,15.6598319835249,17.0720557397469,15.6956443775417,15.4211383097948,-8.12328357413937e-05,0.987426541952972,1,-1.64756515602355e-05,0.997288190480378,1
"Q9BQ69",NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA,14.9527745893285,NA,16.7425653612341,NA,16.3081795440335,17.3100147421413,NA,16.349436498709,NA,14.2941244890101,14.7406891314932,NA,NA,NA,16.456409016434,NA,NA,15.9193267277507,0.203683381709245,0.831139567336786,1,-0.191274105188749,0.844965773804732,1
"O75369",54,44,75,64,41,40,80,48,45,54,71,81,65,31,20,46,45,73,65,52,15.7946079334868,15.8742851105551,15.7321324443951,15.8743131349891,17.5282291443548,17.436463218512,17.4966092080254,17.944416735736,14.91439465421,17.7792803163135,17.1441357803894,15.7656848517678,16.143226875473,15.3715496670775,17.5672538460137,17.8439707112128,15.7850737198627,16.5159784308032,16.0353008824169,17.5640126344519,0.020938787837526,0.888994610504828,1,-0.0404293902494652,0.778658535268519,1
"P10586",NA,NA,2,NA,NA,11,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,13.7754339355665,13.1520422695522,14.1160361402933,13.8373330128563,15.8330078761381,14.8623829145855,16.3533584108075,15.5399549595127,NA,14.9553104105541,15.7257288258556,15.6601674775811,15.5691838433612,NA,14.2355973481465,15.7836997592911,NA,14.9100804661727,15.031943425546,15.8802462734424,2.8686885614149e-20,0.999999999843583,1,4.69651584586191e-20,0.999999999735285,1
"P05386",1,1,1,1,3,1,1,NA,2,1,1,1,1,1,1,1,1,1,2,1,13.2850662720905,13.7546104761263,13.625495717852,14.0702951929019,15.1056906576453,15.2364103375578,14.4406450999932,15.5307320521119,14.020429547932,15.2548087342369,16.7337442228915,15.3923197207265,14.7052949639308,14.5236074820797,16.3875329093568,16.5834005867431,15.3398501070422,15.7333582653493,15.1784207916023,15.6878335308451,0.205417589806137,0.729699793178573,1,0.957598459498996,0.124366740318525,0.702697672663927
"P98160",22,NA,10,32,14,18,9,17,23,25,20,20,51,27,40,15,18,48,19,22,15.0052712080789,15.3777891144729,15.2680984694584,NA,15.0992513556811,16.8359871091927,14.4189855269105,16.3451699630053,16.8183239859578,17.5427610732696,16.4226925210969,15.1044563549618,15.4590797729935,15.2814253908579,16.0990093147323,18.0690701020301,16.6479974376774,15.8884465730856,15.4859435675329,15.9398762727291,-1.2994452877208e-11,0.999997411871727,1,-1.06670365722152e-11,0.999997704420246,1
"P33316",NA,NA,2,NA,NA,NA,5,2,2,NA,NA,5,1,4,NA,NA,2,NA,NA,2,13.4726635116832,14.0188644459694,14.4398822231509,13.9035188170618,15.1624585639638,15.2094048923339,15.603464656318,16.022038089095,14.3370565615527,14.4888578037787,NA,14.4389755883123,14.4504243922049,15.2905070584031,14.7947736535014,15.4284161940901,15.1951865242318,15.6396691527344,14.9737141357755,15.1891394245917,-5.46394856457575e-17,0.999999993250577,1,5.83510517527665e-18,0.99999999927921,1
"P35637",2,2,2,3,3,3,6,3,2,2,2,4,3,2,2,3,4,3,2,2,14.7168606743255,14.871228080987,14.8193173617872,14.4910120665119,15.8848745259723,15.4591548849594,16.7747819287812,16.9683072089758,14.3215734537202,15.9486302454514,17.0483959314277,15.5074308905065,15.6351563191545,15.5233637795228,15.8980707916296,16.9427607571359,15.6343772355543,16.7157964609085,16.1883251255801,16.5564087647136,-0.00993818904921264,0.965570828135882,1,0.239428746466167,0.276910021463692,1
"P15924",48,20,36,23,84,3,24,20,18,45,72,37,NA,21,NA,96,52,9,67,49,15.1530007484338,15.1708646640831,15.1871419059303,14.2331997264748,15.3290050039951,15.3544030789869,14.5312007503166,15.8206886708643,12.051677613683,14.3857276331145,18.2163115245308,12.7108569969903,14.3873638695806,14.1894309338108,17.1463885457116,14.4603989857939,14.9191686589126,18.0596553746823,15.8238807846892,16.8641897011692,-0.922309785084983,0.139572216614775,0.884590983051253,-0.244292264900881,0.674627273731715,1
"P22234",8,7,5,3,11,8,11,9,8,6,12,3,9,4,1,5,5,3,7,8,14.105462530992,14.7776831849754,14.9430154244938,14.6935824814451,15.7873668362458,15.2285290068848,16.7090308590457,15.3029234426699,13.8577446542876,15.3189359163151,17.2110809623728,15.5987523232305,16.0566679716513,15.4158466398565,17.7475324147773,17.0003030434823,15.0568836874785,15.9791053756753,15.5753905695079,16.1855695811099,-0.378856473704037,0.346235328146552,1,0.248033165420275,0.513416630921999,1
"Q15149",104,72,85,116,32,139,34,134,95,100,134,127,49,96,55,74,82,183,118,99,15.4256571976532,15.410382047352,15.3834554592485,15.072299846124,16.1585350452296,16.9975241297824,14.2997950124813,17.2113634939792,14.9929483833708,18.3594731185062,15.6013299816189,16.3151944004337,16.481343799321,15.5510122118704,17.1762368103265,15.8096926658874,16.3889908376313,16.1630284940268,15.6619659308232,16.9706074521404,-5.47336683867735e-17,0.999999994340329,1,-4.43348002817109e-17,0.999999995184917,1
"O00151",7,7,14,9,NA,6,4,5,7,7,7,11,10,3,5,10,4,12,6,7,15.8855423595081,15.7349970894949,15.6326292808143,16.3973135741649,18.2531702820778,17.294252095122,16.0024616023566,17.930451480972,16.2704642481651,18.3157168120362,14.5160471826017,16.2872847824632,16.5423276259942,16.1707694747289,16.7963637401521,17.7913620384549,16.16358238424,17.8658787455311,16.1245231549059,17.453651286609,0.0417898813724476,0.846416975364801,1,-0.0458907152897773,0.825293768771886,1
"Q8IVF2",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,10,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.863310476379,NA,NA,14.4199135560047,16.0514070047495,NA,NA,16.5945159829703,13.2090678514589,NA,NA,NA,NA,NA,NA,NA
"P15428",5,9,5,5,2,3,2,2,NA,5,NA,4,NA,4,4,NA,3,8,7,4,15.9520598560325,15.8070351700507,16.2065385497421,17.9173007751488,17.3082752965623,16.8569283012902,14.5676104383066,17.2235665409013,16.0821932446766,18.7902499635292,16.151103875913,14.7289464336608,13.0671658965457,NA,NA,NA,16.7087776571212,NA,15.9235300922197,18.264078557354,-0.00590766210720629,0.990596086492678,1,-0.422092945518008,0.429166827279694,1
"P34897",6,1,NA,NA,NA,5,13,7,11,3,NA,NA,5,10,NA,4,8,1,NA,3,14.9057267898077,15.0093944755355,14.9346736687279,14.2047500967213,15.2940754905332,15.6800113517678,16.8154597545319,15.4074386615138,14.0024278965553,15.6859582625717,15.8375388803453,15.6620566690784,15.8064861768003,16.7261444238957,15.785733797717,16.7549524137815,17.4280920567742,16.490012415252,16.0667093371981,15.9651380677086,-0.529494307719388,0.2024722686516,1,0.116113783844039,0.764583338671259,1
"P52815",NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,16.2477134968422,16.3217708081795,16.2512398413612,16.4874093518142,17.601970768457,17.6761074884704,17.3023425352371,17.8299813859012,15.4173086173122,16.7277674662614,19.0126066592181,16.9065410845286,16.8192127843937,17.8118445505394,17.6181429101809,18.0387606362408,18.1976787772091,17.1396306232454,17.3129645874064,18.4013165682669,-0.140956310969668,0.588132650432052,1,0.277588133860843,0.265662364416455,1
"P08727",24,24,31,25,NA,24,24,24,3,22,2,31,14,24,13,15,28,28,21,19,16.2740148133957,16.2814470072637,16.3006655622532,16.5572683323163,18.2049565456872,17.9679390509263,16.637878381666,19.0764079939729,14.914899238623,19.4670406511734,NA,16.5786741672348,17.5253624519647,9.70523261239479,10.659451417101,16.0084167318453,16.963657913275,15.5893498136396,17.1948613259018,16.9805055906304,0.140938875489895,0.895226456260962,1,-1.07146239586323,0.306723879113614,1
"P12081,SYH_HUMAN",4,3,3,1,1,1,3,1,3,2,2,3,2,NA,1,2,NA,3,1,1,14.4048894901697,14.8501807396997,14.8749235358666,14.8877944325949,15.7797081943374,15.0414840370984,15.0484253491371,15.5760184584853,14.2354496621767,15.8558634252004,15.8278787495175,14.0153238565923,14.7009495714645,15.006379643495,15.5047341228393,15.6726205445343,14.8487849974411,15.6110168644632,14.4466819829764,15.6035093097014,-0.272639025242452,0.144239174284405,0.895209187187155,-0.293452444640003,0.101778911139587,0.627330325973424
"Q14134",9,8,13,8,NA,10,8,12,NA,9,2,11,NA,4,NA,14,7,7,16,7,15.7528408547404,15.7419364253651,15.6354880934628,15.6239822023818,17.208476371354,16.3539042183278,15.7628631889301,17.5963758006931,13.9841237235417,16.8359024663726,16.4326084351585,15.7316452444855,16.7087978041696,13.5566243566709,15.9525437966568,15.3229440645833,15.5679407323992,18.3008445287887,16.1496994892562,18.1635939361147,-3.21997492390242e-11,0.999994761910826,1,-3.25596453750915e-11,0.999994496733673,1
"Q9BRX8",1,1,3,1,NA,2,1,2,NA,2,NA,3,1,1,1,1,1,2,4,2,15.2423931110366,15.1971538757663,15.3497225219492,16.2788781026153,18.4038097723338,17.740592634774,15.7036268699623,18.6877158743772,15.4861019491748,19.0766284240612,17.4016345756833,17.4941632609066,17.5081264714615,NA,14.2630663148015,16.4541893677746,16.1210958495854,16.6309788004823,16.3224118930758,18.9381532746595,5.71442768727045e-20,0.999999999760055,1,2.58282618120796e-20,0.999999999888188,1
"P14317",NA,4,NA,NA,NA,2,6,NA,6,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,14.0374184177434,13.8712571741178,13.0513809803439,14.3344166400085,14.8250127408248,14.9514164572693,15.7767746796104,14.5427206043177,15.4733686698634,13.6116109565575,14.6086523362905,14.1790376749747,13.1160938052253,14.8225144049298,15.079025162436,14.9927696108159,15.5389362159904,16.1896827162034,14.0274875180114,15.4968721342428,6.76061185434671e-22,0.999999999996776,1,8.70788724421221e-22,0.999999999995692,1
"Q9Y5V0",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.797933577113,NA,NA,NA,NA,15.7403646162452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q99988",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0547430384646,12.0428114679724,11.5272103194221,NA,NA,NA,14.5406716276327,14.0564349741119,NA,NA,13.7792186165395,NA,NA,NA,NA,14.8190193042802,NA,NA,NA,NA,3.61837658547862e-20,0.999999999937467,1,5.22012829632981e-20,0.999999999917646,1
"P49327",55,10,19,13,93,59,67,43,14,51,19,6,61,24,NA,15,39,9,55,44,15.3208223794036,15.5026278609068,15.4313214105486,13.4715501303246,14.9370894090081,14.7821446041399,17.0489817313133,14.1264085502956,12.0531016945668,14.5073380458048,19.1270233925841,16.3399910455931,15.5179603591472,13.6583859408156,15.263958332245,17.4415385719996,15.1352326798847,14.6883766161968,15.5402552177665,17.2304188281609,-0.00044715619844908,0.974437123361821,1,-6.93847257778516e-05,0.995454005580007,1
"P62910",3,2,4,3,2,2,3,4,2,3,3,3,2,NA,NA,2,2,2,2,2,16.190668146085,15.6543864977357,16.2551773516521,15.7550292673076,17.8109591426208,18.0195979743211,17.1978977828577,17.7896459014297,15.9720780734921,16.6337787498078,17.1654445980443,16.4810609569157,16.5409011461901,15.6547715750883,17.3288342887202,17.5393371970984,15.6240954264007,16.8796127458035,16.0862048561057,17.1153797568727,-0.0147036783862742,0.943141505297855,1,-0.199036028358656,0.314724834396704,1
"Q9BS40",2,2,2,NA,NA,NA,2,2,NA,NA,NA,1,3,2,1,1,2,1,1,2,16.1730813386921,16.0414517082998,15.9667170841389,18.5557978592472,18.1049900767865,15.1598055205854,17.1547798604091,17.0845325077377,16.7996472455349,16.4217330382968,17.1870620905274,NA,16.4367501997348,NA,16.1435763837308,18.917438773286,NA,17.261898789274,17.4748302292324,16.6167107391733,-4.995245785134e-21,0.999999999977923,1,-1.07326937840033e-20,0.999999999950339,1
"Q9BUF5",NA,NA,NA,1,NA,NA,NA,NA,5,3,5,NA,1,1,NA,5,4,NA,NA,3,13.1378867247793,14.383163573221,14.6418052957746,NA,NA,15.5745395955166,NA,14.8760068201583,13.7487332464643,NA,15.6409253760172,NA,13.637358901889,16.4790877428031,17.5170493402769,15.9769695242898,15.0752052358244,17.0941175590749,15.312749888375,NA,-0.0971638436482256,0.841234470482209,1,0.218025347340879,0.564481474796959,1
"P42765",9,NA,3,2,NA,NA,20,7,8,7,2,5,19,13,6,4,NA,2,8,7,14.267853387058,14.6648356866274,14.4228399035774,12.4602446090081,14.9375262668688,15.0107708002922,17.3944604210557,15.4852216532874,14.2404717414276,14.6365711814417,14.6907110920637,NA,14.9747276819935,14.5791903287182,15.0061132662411,17.8062050629441,16.1693110089369,14.9438432092701,13.2432461912032,15.7552469612571,-2.85542360730833e-11,0.999995520004118,1,-9.91180686026894e-12,0.999998332561106,1
"P08574",2,3,4,2,NA,2,2,2,4,3,2,5,NA,7,3,NA,2,3,3,4,13.8208386523864,13.889426009033,14.0638162634339,14.2221725527325,16.55694658434,16.1772860977905,14.3767003240513,16.9626329273862,13.7364219797234,15.5275166141438,14.1875835118479,14.4311403454531,13.7879732619671,14.8942673135704,14.2927304722895,14.5760521772251,16.5031681194674,14.4320358177025,14.7750118063932,16.07379607295,2.20927818673902e-20,0.999999999856984,1,-3.79129530141905e-21,0.999999999974743,1
"Q9Y4L1",9,9,7,4,13,8,13,11,9,9,10,9,11,8,3,10,9,8,5,9,15.0453896494931,14.9173655812979,15.4000703811008,14.9969571209965,15.8666389873425,15.9604457858387,16.4689659504371,16.2496268104721,14.4580372993911,16.6035990530556,17.4139190834784,15.4653232263239,16.1196205990153,15.4978622979978,16.0603314587077,17.5660883151163,15.4510638735382,16.5313175140092,15.8186786130758,15.6301103067723,-0.143645032299614,0.423729906371687,1,-0.0334779016472247,0.842991420187212,1
"Q9UKV3",3,7,5,4,NA,6,8,6,1,4,2,4,3,NA,NA,4,5,4,6,4,14.4889313376216,14.486928108029,14.6222519150182,14.7021569701273,16.0494915949941,16.0231514514033,16.3180747977503,16.7502156483197,13.988722156205,16.3263948210167,16.3559959895106,16.0327406308285,15.4141314617993,14.3649235375919,16.116635654648,16.2779392316198,15.6714805617046,16.4510459614028,15.5312222307929,15.9251026482339,5.09841671201139e-10,0.999967703078339,1,4.3811449457456e-10,0.999970725365938,1
"P05387",1,NA,1,1,3,2,3,1,1,1,NA,1,1,1,NA,2,1,1,2,2,14.6596179585522,14.9643804761724,14.8171002652402,15.2004359292114,15.7406105315514,16.0812946309845,15.5356773222128,16.5366235499891,14.2537334734667,16.2176768089806,17.3219915378923,16.0409041018867,15.6534136082566,14.7037920067641,16.5422778914415,16.8058440010731,14.9765976429338,16.3564068951295,15.9732280031291,16.2439767099531,-0.00659854124842031,0.972838900808708,1,0.288112285971198,0.0981448455679515,0.613048977106991
