"protein_group","number_of_peptides_hcc_1","number_of_peptides_control_1","number_of_peptides_hcc_1.1","number_of_peptides_control_1.1","number_of_peptides_hcc_1.2","number_of_peptides_control_1.2","number_of_peptides_hcc_1.3","number_of_peptides_control_1.3","number_of_peptides_hcc_1.4","number_of_peptides_control_1.4","number_of_peptides_hcc_1.5","number_of_peptides_control_1.5","number_of_peptides_control_1.6","number_of_peptides_hcc_1.6","number_of_peptides_control_1.7","number_of_peptides_hcc_1.7","number_of_peptides_control_1.8","number_of_peptides_hcc_1.8","number_of_peptides_control_1.9","number_of_peptides_hcc_1.9","number_of_peptides_control_1.10","number_of_peptides_hcc_1.10","number_of_peptides_hcc_1.11","number_of_peptides_control_1.11","number_of_peptides_hcc_1.12","number_of_peptides_control_1.12","number_of_peptides_hcc_1.13","number_of_peptides_control_1.13","number_of_peptides_hcc_1.14","number_of_peptides_control_1.14","number_of_peptides_hcc_1.15","number_of_peptides_control_1.15","number_of_peptides_control_1.16","number_of_peptides_hcc_1.16","number_of_peptides_control_1.17","number_of_peptides_hcc_1.17","number_of_peptides_control_1.18","number_of_peptides_hcc_1.18","differential_abundance_pvaluecontrol.hcc","differential_abundance_qvaluecontrol.hcc","abundance_hcc_1","abundance_control_1","abundance_hcc_1.1","abundance_control_1.1","abundance_hcc_1.2","abundance_control_1.2","abundance_hcc_1.3","abundance_control_1.3","abundance_hcc_1.4","abundance_control_1.4","abundance_hcc_1.5","abundance_control_1.5","abundance_hcc_1.6","abundance_control_1.6","abundance_hcc_1.7","abundance_control_1.7","abundance_hcc_1.8","abundance_control_1.8","abundance_hcc_1.9","abundance_control_1.9","abundance_hcc_1.10","abundance_control_1.10","abundance_hcc_1.11","abundance_control_1.11","abundance_hcc_1.12","abundance_control_1.12","abundance_hcc_1.13","abundance_control_1.13","abundance_hcc_1.14","abundance_control_1.14","abundance_hcc_1.15","abundance_control_1.15","abundance_hcc_1.16","abundance_control_1.16","abundance_hcc_1.17","abundance_control_1.17","abundance_hcc_1.18","abundance_control_1.18"
"sp|P54652|HSP72_HUMAN",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,6,0,0,0,8,1,1,0,0,0,0,0,0.276052613932787,0.441994533356019,NA,NA,NA,17.5009413151415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0119128613537,NA,NA,NA,18.6599205331642,NA,NA,NA,NA,19.4715750118251,17.6798714075788,NA,NA,NA,23.3717107256882,NA,NA,NA,24.2695787285929,19.7501355993348
"sp|P54725|RD23A_HUMAN",2,2,0,3,3,1,1,3,2,2,1,3,2,2,2,2,1,0,2,2,1,1,1,0,1,1,0,1,1,0,1,3,2,2,1,2,1,1,0.196796667146505,0.352351490265455,21.035537682966,22.2365544935257,19.240768319448,20.9018620390759,20.5999537344103,19.9338315387041,21.6525753661481,19.8948254170474,18.4667627474111,20.9822003220345,NA,22.6003567924848,21.7455639723147,21.2406375940718,19.5805166190569,21.8148183978889,21.112389656684,21.384309678575,18.797382141297,20.5120114924664,21.9733255172176,20.4263626283894,21.0472892601484,20.8066023763679,NA,21.7493342942542,21.2613249550296,21.3911087221546,20.2034095657798,NA,20.0293437643012,18.8152894656806,NA,20.684069241948,20.4282602964466,NA,21.2229297860921,21.2605810677745
"sp|P54727|RD23B_HUMAN",7,7,5,7,7,5,4,8,5,7,7,9,5,7,4,5,5,4,5,5,5,6,4,6,7,5,3,5,5,4,5,7,6,6,5,6,4,3,0.224664227931281,0.383425152048286,23.7155307214676,24.7908641323626,21.9139576090661,23.6497957180343,23.5434877292297,23.3890605705827,23.7531983548104,23.3128716661986,21.987688871039,23.8374986723916,22.8460276148421,24.6632201368904,24.002185410552,23.5843118232753,22.6531018784922,24.6778016133612,23.2025006459213,24.407744266936,24.573393440522,23.1529909605076,24.4629830181948,23.1579635365625,23.5838721761827,23.5817274330046,23.45059837361,23.2292922806503,23.6273651111698,23.4194380789479,23.3008208898017,23.164034650541,24.1796257945405,23.8971386706182,22.6617838520693,22.9325101395524,23.0592229850073,22.9498203104264,23.8045803287889,23.9248502864799
"sp|P54753|EPHB3_HUMAN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,18.8105733419125,NA,NA,NA,NA,NA,NA,NA,19.3919805167629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P54760|EPHB4_HUMAN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,NA,NA,18.4964310601349,NA,NA,NA,20.1109967525823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P54802|ANAG_HUMAN",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.182148732279857,0.333256040730671,19.1124104350122,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7701748278447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3499714486807,21.2585600157827,NA,NA,19.1165666141711,NA,18.6727933071516,NA,NA,NA,19.1774187097567,NA,18.9369662382238,NA,NA,19.359045762307
"sp|P54819|KAD2_HUMAN",8,7,8,9,9,9,10,9,9,9,8,9,8,8,9,8,9,9,9,8,8,8,8,8,9,9,8,9,9,9,7,7,8,8,8,8,7,10,0.0104761698017812,0.0433207893692842,25.6187330362258,26.6583140903444,25.9403635359437,26.2821792819787,24.709639377055,26.3002395373676,25.6470608142175,25.3721121152685,26.0155429801852,25.8929679626179,26.1997813836855,26.4915621990297,26.6165831540653,26.2469748906134,26.8918939011736,26.4436793304344,26.2149884332951,26.8341480620364,24.9677062454498,26.0901724934271,24.3655549081234,26.2634733014466,26.1102919764584,26.4846981311617,26.2639580368402,26.1760542882888,25.8306275942187,25.8339441730779,25.156734758048,25.980736572027,26.3307427030478,26.5280756547304,25.4208436032336,26.42949303673,26.0856923420873,26.5278307069567,24.8042419459937,26.3932114922528
"sp|P54840|GYS2_HUMAN",0,2,0,2,0,5,5,2,1,3,0,1,9,3,7,0,5,0,3,6,6,0,6,3,1,5,0,8,1,1,0,7,6,0,4,0,3,1,0.277592613041939,0.443011746170714,NA,19.2490082136255,22.6837221498255,22.8290234365485,NA,22.4011685995029,NA,22.5761107668427,19.4153132530202,20.9129831185903,NA,21.692792912655,NA,23.9296822369364,22.8344193622858,21.2319754894876,NA,21.3111638279057,NA,23.7369606073302,21.6473999570145,23.5458373631809,NA,22.4378499006093,NA,21.9298817725991,22.702186839592,22.9777736974657,NA,22.7974661803597,NA,22.2662319734695,NA,23.9965527720993,19.9941412883998,19.1881324675133,NA,23.8703665814595
"sp|P54855|UDB15_HUMAN",9,1,0,0,3,9,4,0,11,0,0,2,3,4,10,4,8,5,11,11,10,11,7,9,4,2,7,9,8,8,0,7,7,0,7,8,6,4,0.262176300605344,0.426711427472657,22.5105191438081,NA,22.4755048299328,24.0123878709832,NA,22.9336443549946,22.3951888142678,22.4595545611778,21.2572754664737,NA,NA,NA,18.7533581297965,23.819594277005,21.0117566429838,NA,23.0099471124468,NA,NA,19.5084881869047,20.8398351303951,23.3315393938652,19.5712802114652,22.5240513736434,19.7895356863385,22.8770056309084,22.9846961619292,23.1666577292419,23.7575098164145,23.8737632413759,NA,18.5132819276195,21.9190687285093,22.7343588607952,23.2508708616452,22.2784372508087,NA,20.6250493168547
"sp|P54868|HMCS2_HUMAN",16,18,16,16,8,15,17,12,12,15,8,15,18,19,20,16,20,8,14,19,15,15,15,15,16,20,15,20,20,21,1,18,18,19,19,9,16,20,0.000583412081196345,0.00491067269527692,27.6790238763919,29.259691580111,27.6178182277575,29.8541715526465,28.817655959828,29.620521950757,25.1793466392259,28.5211216593567,28.023876204271,29.3563832448273,27.263946401905,29.2054133151166,25.7538924343142,29.4929700471829,28.8555566639999,29.3206632894538,27.2139897456463,29.3504022238093,24.3330283991704,29.5175169869069,29.949228211196,29.6487658757032,30.0186780350616,30.0545432791547,23.981703698633,29.7487519567684,29.2740901119371,29.1911870677252,27.9482095863501,29.3687334606742,28.5941409769858,30.2311431562161,27.6248214048715,29.3373298257354,29.0773257700938,29.940037769722,17.1263712754151,29.6951729349323
"sp|P54886|P5CS_HUMAN",9,0,13,0,6,0,1,0,3,0,11,0,1,3,1,7,3,2,1,3,5,7,0,1,4,3,7,1,5,2,9,2,0,5,0,0,1,0,1.85228392674435e-05,0.000408507579192842,23.1630226852583,NA,NA,NA,22.1883335544946,NA,NA,19.9721815083798,NA,NA,24.3189715498082,NA,22.1692892635098,NA,19.4561277972872,NA,21.5546681141242,NA,24.2860344742343,16.2017659909345,20.8146956829165,19.6497060213524,22.1623415430888,18.4342374807431,18.4552126373889,16.3595551951292,20.6485561661577,20.477535146438,22.559578066273,18.5039891120492,22.1188876065239,20.8130026664131,22.5525604920801,17.852681431053,21.437887560203,20.5378380400384,24.0514152332819,19.4250837816299
"sp|P54920|SNAA_HUMAN;sp|Q9H115|SNAB_HUMAN",12,3,5,7,6,6,6,9,7,5,7,6,5,6,4,4,4,6,6,6,5,6,1,3,7,5,3,7,6,6,7,6,5,6,8,7,6,4,0.462290221393386,0.615449546029098,24.7410339834726,23.1234202527483,21.5853060359361,22.989163942578,23.2673573562119,23.5215872090627,24.0160722382472,23.7881114372721,23.4008883353935,22.3820850583221,23.1645308978633,22.9965155375654,22.7838350121805,23.221143399221,22.9432552594026,23.4916422836671,23.1003142039363,22.4619533022835,24.1051558913919,23.526333879064,23.0916089884481,22.88035001823,22.4049669937377,22.4906086292922,22.9027999645033,23.2844794942809,23.1383103604677,22.9232826748782,23.1067292108749,22.3230379639304,23.4795846820979,22.7581808730539,22.6756283688001,23.5479343368619,23.4073809997568,23.0936187731695,24.2078122336431,23.7465099730657
"sp|P55010|IF5_HUMAN",3,3,3,3,0,2,3,4,1,3,1,4,2,4,2,4,3,0,3,2,3,4,2,2,1,3,3,1,1,3,2,3,3,2,3,3,3,1,0.901761573489883,0.940994692869738,20.8314468555758,22.0283255232278,19.7948220932214,20.6166787501397,20.20047630079,19.5153819253337,20.4999617324836,20.4191695136038,18.7644173682945,20.6702207984852,20.9292655311815,21.3004123533681,NA,19.5236483375204,20.9987744382454,21.6777633755091,18.2934662497776,20.8485087269889,18.5069069446804,18.3282843336289,21.2361187794732,19.0623049311492,21.6329266772256,20.1875320213265,NA,19.485300834677,19.6790432105366,20.4451136687456,22.0905818103308,20.077739459173,17.5848172145376,19.9902480750097,21.6344020588449,18.5658423117672,NA,18.5932682845938,20.1333133468289,21.0733281440745
"sp|P55036|PSMD4_HUMAN;sp|A2A3N6|PIPSL_HUMAN",4,3,3,4,4,1,4,3,2,4,2,6,2,5,3,3,2,4,3,2,3,6,1,2,3,4,1,2,2,2,3,3,2,3,3,4,5,2,0.593370581229187,0.723425958571153,22.336662792496,22.9890527139205,19.4220953988005,21.712121407261,20.773591321076,21.7207849065278,22.571354282077,22.3522125578308,20.7654765232254,21.7591871338979,21.6255088372608,22.53744424544,22.138640391063,20.5440598586694,21.7912255923389,21.0944823822708,20.9621698379665,22.0324518897112,20.9841665316222,20.7792105561444,22.6356149441744,20.8141412062771,22.1781915462241,20.9788904072323,22.4027355950694,21.4104655081251,21.7469150537968,22.0965868919339,22.2693606498857,20.5360971321247,22.0643350730283,22.4184360700958,20.7416039328664,21.0456690969673,NA,19.56822351039,22.3961741283815,22.1201254928803
"sp|P55060|XPO2_HUMAN",9,0,1,0,1,0,2,0,3,0,11,1,2,3,2,3,1,1,2,3,2,3,1,4,2,0,4,2,2,0,5,4,1,8,1,1,2,0,0.700845076975784,0.803345787266763,27.7473702242985,26.2262537089172,NA,19.0187706009398,23.3225289726615,18.9543440809793,16.8174955049299,19.8747225856572,NA,NA,20.610570676964,NA,17.9715513913932,NA,20.4918628974713,NA,25.8277558525905,NA,24.1065022333326,19.2460220065339,21.3529145803651,24.9985757960953,20.9232639562172,18.4126495153109,NA,19.9905205152522,20.9099389143413,20.3845231503982,20.9386988035159,25.354782937834,20.5841094663613,NA,22.0241986488866,19.1179475410936,17.3986296397631,NA,22.0549655614078,21.0386202679943
"sp|P55061|BI1_HUMAN",2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,1,1,2,1,3,2,1,0,0,1,0,1,1,0,3,0,1,1,0,0,0.2585812676223,0.421825519716424,19.7241147913303,NA,21.9909274816881,20.5193078000221,NA,NA,16.2248786477491,NA,NA,NA,NA,NA,NA,19.8407727020709,NA,NA,20.1736102365386,NA,NA,NA,NA,19.4138557262369,NA,18.6038843694755,15.8929848271035,18.3129215940828,18.8006191833859,18.8671314832049,18.6762543924762,19.3966002070995,17.4924719685782,NA,NA,18.8903466683704,NA,18.2103752919651,15.7384505365861,NA
"sp|P55072|TERA_HUMAN",26,15,21,9,20,14,16,17,18,11,23,12,22,23,20,28,20,29,21,27,19,28,21,19,28,21,28,22,26,19,24,18,12,21,10,19,13,20,2.70544488964325e-06,9.38657403784762e-05,26.5980815155505,24.5090691405308,26.1830158658187,25.3465631306712,26.2796382989885,25.0001229021917,26.2071914619587,25.3448997272235,25.7802943179104,24.6497408885235,26.1005188782512,24.3954913641363,27.0831351407297,25.1172954744241,25.5928557907166,25.3401828853636,26.0213316931859,24.1575728749377,26.1641645173366,25.982848014319,26.3920271194845,25.7559713443561,27.0269839858163,25.5956889577471,27.02037436791,25.9284460909069,26.6792102530247,26.1455635297229,26.675192571266,25.8303135458901,27.3501164259055,25.7986960327926,26.8161115381614,25.7330617449479,26.4143812122815,25.9837705593853,26.805341400016,26.0506000428162
"sp|P55083|MFAP4_HUMAN",2,0,2,1,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,2,0,1,3,1,0,0,1,1,2,2,1,1,1,1,0.128446403496951,0.263088565837888,23.0095136469574,21.4817839307761,NA,20.4364208714635,24.1004431762599,19.6278589997748,19.1131893540912,21.4912492326717,18.275528577862,NA,22.5296975459128,19.7048824278381,NA,NA,21.1035017337107,NA,21.8330638919734,NA,NA,NA,NA,19.6722548569186,NA,NA,NA,NA,NA,22.8441631070684,NA,20.986785011279,NA,20.4296740268616,26.4702136978992,19.7956519596875,NA,NA,19.1861840418032,18.4349804367889
"sp|P55084|ECHB_HUMAN",21,18,15,22,17,20,20,18,18,18,13,19,18,16,23,18,20,20,18,15,18,18,21,19,17,22,13,20,22,24,16,21,19,15,17,17,20,19,0.000447475803562903,0.00397833956605143,26.8345750238108,27.8677130056331,27.1273749179712,27.6957181353023,25.9858281981614,26.8582483666727,26.9292632885334,26.9909695360481,26.9687781277303,27.326709525125,26.3817617943757,27.6263727629068,26.6537565218433,27.4363464128934,27.259131881166,28.0190529714224,26.7413414671349,27.9982134754397,24.6920925972416,27.4245686020445,25.8866228935244,27.4844040288753,27.6194299123098,27.2732968819184,27.570526040125,27.4484130862279,26.7109412537298,27.1411107375885,27.2900591243849,27.3325934425284,27.123640832545,27.8673263847008,26.1427266028267,27.3135624365923,27.5283739089886,27.7767570617594,26.7166944966419,27.8381086926931
"sp|P55145|MANF_HUMAN",3,2,2,2,2,2,3,3,4,1,3,2,2,3,1,0,0,2,3,3,2,2,3,1,2,0,3,0,2,2,2,3,2,3,2,1,2,1,0.263582981280724,0.427851398112329,21.4763717183103,21.6672314075483,21.7762256119542,21.2919630737917,20.3945481757566,19.0816499637768,18.5660044589599,20.9567278559733,19.2413283453443,20.8851186832748,21.3172682051882,21.3979296470989,20.9135773134822,21.3691862493649,22.6002119860364,21.9109585567442,22.5149094345732,19.93906957003,21.8838047512561,19.9740267331285,22.3095799912022,19.8498237609557,NA,NA,21.6502832246573,21.8444028373285,22.3545806244221,20.8937325238773,22.1237042240825,19.7021230659461,21.525888221436,NA,19.2158947283986,NA,20.7998636301472,20.6623477518987,22.0973436646685,22.1651757340365
"sp|P55157|MTP_HUMAN",2,23,15,23,20,22,15,21,12,15,1,23,21,23,27,19,26,1,28,25,26,20,25,25,17,26,12,26,23,24,0,24,24,4,24,24,21,14,0.000433484049465009,0.00389041678463076,19.9490720378085,26.880962314344,27.3250388098924,27.1256228973151,22.256276552031,27.7168004552956,26.9924829923169,26.8486517332763,25.1925090601733,27.0856393793683,25.9309964133443,26.6056708173569,25.9739866358232,27.0237895618424,24.5038715737444,26.46557786287,25.5219181596133,25.9154764072592,19.0212321357076,26.172486873193,26.8096928212563,27.335850689124,25.7203786934325,26.8346406022187,19.4381693900667,27.0885265964457,26.6147731777829,27.1873329905236,25.4133845932991,27.3073996867359,26.1340970275656,26.8040577332605,24.060162368135,27.09644732323,26.5300928537321,26.5677117372732,NA,27.0203527358485
"sp|P55196|AFAD_HUMAN",3,0,1,1,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,2,0,0,1,3,0,0,1,2,1,2,2,2,2,0.251367558579225,0.415296576166025,20.7819640208898,NA,18.7022756917798,20.3897937028472,18.9804589416134,20.1387077562115,20.4258669013937,20.4984332986818,19.8007376277132,NA,18.9330185683048,19.3645835676251,19.7970737063624,18.8416752206104,20.6263408103794,20.2299949822746,19.230500656124,NA,NA,NA,NA,18.7428799867214,18.1687024556635,NA,NA,18.9052645554007,NA,18.7842524434652,NA,18.9001096481205,20.288603367473,NA,NA,17.8365720316802,20.7921263649958,NA,NA,18.8013751416585
"sp|P55209|NP1L1_HUMAN",3,0,1,2,3,1,2,1,3,2,4,2,3,3,1,3,0,3,2,3,1,2,3,1,2,1,3,0,1,1,4,2,1,3,1,3,2,1,1.19042174269224e-06,5.00583385007098e-05,21.7359042225441,20.9788213993804,20.7186192461402,18.2267417647661,22.4525833732402,19.8530213224666,21.726683339223,21.1446579827331,20.6643734566676,NA,NA,20.8901482089189,22.2650835240708,19.6286204161563,21.5863172181865,19.1353089584062,21.8017407884384,20.5208750814672,23.5462671703344,20.9759060505428,21.8092426121589,20.2177119203304,22.5445491716281,NA,22.3304710754515,20.4681914474533,21.5833945530352,18.9592366983244,21.3604964746129,20.2032001910053,21.06533676511,20.4250377180999,22.3262458524983,NA,20.7398044711675,20.2933620552175,23.1583996829433,20.9579492263201
"sp|P55263|ADK_HUMAN",5,7,4,9,6,7,6,9,8,6,2,7,6,0,8,4,7,4,9,8,8,5,5,6,5,7,3,6,7,6,5,9,9,3,7,6,8,5,2.95500778553214e-06,9.89058488216344e-05,20.9215395027708,23.138647407955,22.5990362561835,24.24149701812,22.1670726769884,23.0556854719599,23.6999816775424,23.1144764018404,22.5651885998145,23.6646282340517,21.2063889188921,23.600601545228,22.1364069091157,23.2557357663769,23.4179196864908,24.0539140553969,23.3078141898999,23.7795208012136,20.8529926792092,23.6520210194438,NA,23.640124650952,21.8872550189485,24.0701242973347,21.3583249370175,24.0249275475417,23.8726953429244,23.3331282729017,22.1032386843887,23.5835677196254,22.0876610947852,24.5480114739982,21.4859551902705,23.93000453683,23.9350329904682,23.8608505106038,22.1234013461076,23.9901272830745
"sp|P55265|DSRAD_HUMAN",5,0,1,2,5,1,1,1,2,1,4,0,3,3,0,2,0,0,0,1,2,4,1,1,2,0,3,1,4,1,4,3,1,6,2,4,3,2,0.244652177350044,0.40775362891674,22.1696355820801,NA,19.0101260408414,20.9343235521512,23.4881543681901,21.0241115873837,22.5408830061619,22.1915907207546,23.9954655438922,NA,19.3906967354176,22.3312686933311,23.148456395683,23.0242019280937,19.7764101438311,21.5046131900255,21.0504263472073,21.6091054638625,23.5491744985052,20.9391920802836,22.4811663793595,NA,21.2868591597521,NA,NA,NA,19.5731443787349,22.5034727970502,22.6477428547457,14.9832559321373,21.4305549247272,NA,23.3296084062801,21.254178863171,21.990308564896,NA,23.443425762364,21.5877833484639
"sp|P55268|LAMB2_HUMAN",9,0,0,0,0,0,2,0,2,0,0,0,0,1,0,2,1,13,0,1,0,0,5,1,6,1,10,1,8,2,16,0,3,8,0,6,1,13,0.000368969618374429,0.00346441770387871,21.9292402833869,NA,21.055232119461,19.8717226238476,22.3094717406889,NA,21.6887965781765,18.3227792171951,24.3557650265419,NA,NA,NA,NA,NA,19.8416054543565,NA,20.0230858270381,NA,NA,NA,18.3524532132231,NA,19.9782607922415,18.1181920654287,23.500233076065,NA,17.2199049219662,NA,NA,19.0211588169153,22.2006406471692,16.6679356201784,23.1568067039382,16.2089013789695,22.4628180938844,19.1964873353714,23.86433991631,NA
"sp|P55327|TPD52_HUMAN",0,1,0,2,5,0,1,0,5,2,2,1,0,2,0,4,0,3,0,1,0,2,0,0,5,0,0,0,0,2,0,0,0,3,0,1,0,0,0.0676802565019199,0.169797468913547,NA,20.6520237219971,NA,NA,22.0739632725969,NA,19.5145347642994,NA,NA,19.5168619324124,NA,20.3660355160783,24.0862820750155,NA,19.5497036399771,NA,23.099842445897,21.2476003848199,21.7419647891745,NA,20.3227827745995,NA,24.0123958566029,NA,22.7399970932494,NA,20.8227841674109,NA,21.5622899347695,NA,23.8252706055169,NA,NA,NA,NA,20.9518571525562,NA,NA
"sp|P55769|NH2L1_HUMAN",2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,2,1,2,2,1,2.78921375367055e-06,9.56061822794303e-05,22.1612557294394,21.1287809825664,21.4879988972815,20.7272251285828,22.1479074425746,20.9335273528421,21.4589326982611,21.3179203466927,21.0881942751886,NA,21.2010366531799,20.5902367122222,21.7621537785718,21.1661733582598,21.4493291969588,20.9667936727035,21.2799393086698,20.2461657107922,21.6907049532752,20.5101041034538,21.6013709234919,NA,21.7652962582507,20.1100793168932,21.515642067496,20.5614031742705,21.58735101596,20.3758798272958,21.6140520164501,20.6068381764685,22.7896168911779,20.4025929017868,21.4160501236561,20.2145576263287,NA,NA,21.3775837215051,20.966231446254
"sp|P55786|PSA_HUMAN;sp|A6NEC2|PSAL_HUMAN",14,4,6,7,10,4,7,2,5,1,13,2,7,17,7,10,5,10,8,8,8,9,7,7,12,9,14,7,6,4,19,8,6,9,5,12,6,3,0.000184499514957981,0.00210803662672874,23.764500797208,19.7717394091611,22.8391138247979,22.5938128233376,23.610696826977,22.2086987808322,23.8403665765583,22.4009463806641,22.1285413556014,21.1777343923696,22.5160164101173,22.294947764432,24.3367003165028,21.5552825414783,23.1620101390016,20.1951557828308,22.4007512510268,19.1069517573603,24.0600067098471,22.6601482773665,24.811454788732,22.6222115734478,24.0464144669774,22.8820586557264,23.6256983779077,22.9601195809381,23.0878118210708,23.1867745258007,23.1804918385837,23.2779557106009,23.4804025278656,23.2482670841841,24.29544067069,23.095132534515,22.6267846748549,22.479541206011,25.3608383337191,22.9052451477353
"sp|P55795|HNRH2_HUMAN",5,3,3,2,5,2,4,3,5,2,2,2,2,4,2,5,1,3,2,3,3,3,5,2,4,1,3,2,3,2,4,3,2,1,2,5,3,2,5.61183080607865e-05,0.000849237161877327,24.0990957498936,22.5585737420016,22.9563227802531,21.9010277158238,19.8982304317256,21.11234342658,23.4329546676344,22.3502426237909,21.3807333100223,21.5732506530331,21.9101124966982,22.0920292890582,24.0526451112686,21.9849366648167,23.1042684276273,22.4322726932268,23.5232894417617,21.9918217949889,22.3613494544166,21.0904098198492,23.7379411803161,21.3775705454486,23.1638282665096,18.3104339545424,23.2648350903381,21.6891944892491,23.1477921899594,22.5527868531778,22.9379266435636,21.6459700819932,24.0960057233295,19.4217929123865,23.2599825666823,20.2733043722236,22.3942157183879,20.9635834024867,24.0388143627699,21.91979820569
"sp|P55809|SCOT1_HUMAN;sp|Q9BYC2|SCOT2_HUMAN",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NA,NA,19.2449310556328,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0340023832887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4361789789041,NA
"sp|P55884|EIF3B_HUMAN",6,2,3,3,5,0,7,4,8,3,7,3,4,4,4,9,4,6,4,8,5,8,6,2,7,7,7,6,5,4,7,7,2,4,2,5,0,1,0.000430213866303552,0.00389041678463076,22.0256473631178,19.2158289606868,22.0851755306944,21.4573663158751,22.6320704777696,19.1051934059964,22.6492877953198,NA,19.4062229773559,20.266417670854,21.2194896786508,20.3884352236567,22.2297342301893,NA,21.946321223936,21.4620852568806,22.9043607615138,19.831719643951,23.3894644624644,21.4990011037764,21.5773531277903,21.610288999655,23.6497584119287,21.8829436460202,22.3112226349943,21.5706302579956,22.5611947569353,21.5034727970502,22.9398134165646,20.0919792554371,22.7908383754952,22.2119266034997,22.0442674112942,22.4343153279154,22.5423305466968,21.6796499824693,23.0343971620427,21.817421327222
"sp|P55899|FCGRN_HUMAN",1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,2,0,1,0,0,0.744936009906701,0.839035366526691,19.543899273153,NA,20.2125758130021,NA,21.680389290763,NA,19.9316843059978,NA,NA,NA,NA,NA,NA,20.4766816032471,19.884982589283,NA,20.9812490639707,NA,20.2486064642362,20.795846350797,NA,19.7803255428926,19.2818447254327,20.4533422594995,19.4304686719844,NA,20.6054723116037,19.8375148080375,20.547202419659,19.6154128134391,NA,NA,NA,19.5037776689509,19.6868579345807,19.3840648298765,20.5839011615541,21.0359421303787
"sp|P55957|BID_HUMAN",2,1,0,3,3,2,2,3,2,2,2,0,1,0,1,3,1,1,1,2,2,2,2,1,3,0,2,2,2,1,1,1,2,3,1,1,1,1,0.582175395971244,0.716387976443854,17.8311424188825,NA,19.8073321515601,19.3115247229889,21.876806376538,NA,NA,NA,NA,21.1226611253938,NA,20.9276988969411,21.9104436678992,18.8859844074238,18.9509674608971,21.0942532011677,21.4526303602676,21.674322843016,20.8616083559091,20.6245155464835,NA,NA,21.4558915518077,NA,21.0660702653726,NA,21.8518825675027,20.4625015371047,20.6442406560047,20.3864027989973,21.2210529710797,NA,19.8445589767027,19.4786383718273,21.0121419161659,NA,19.3775230696631,20.1795329840076
"sp|P56134|ATPK_HUMAN",2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.323013847600106,0.489282613041498,24.0662316986155,21.5358088890198,23.2803733529026,23.9617562795538,23.6638064065674,23.5907537878734,22.414926038583,23.5240111894597,22.3941649999742,21.3626182945148,23.9858520960047,22.0636906042781,23.8196329355702,23.5246112327081,23.770639687764,20.7525361651009,22.9980764706314,21.9095976640074,22.8646032408708,22.8759412876934,21.7230887393564,23.4661814707039,23.7597451598905,23.456128978965,22.356239543217,23.3940239033125,22.3385222965129,22.8193522019704,23.2172316838769,23.3777355982938,23.2616091715251,21.7097763891805,22.640474669183,23.2229464422255,22.4945565364403,23.5067604416984,23.8949592595732,23.6277484664557
